Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance
0,0.488934,1.355088,2.635379,-0.614198,-2.738997
1,0.426271,1.908315,4.397685,-0.990342,-1.378228
2,0.918933,2.637827,1.565587,-0.964997,-2.595012
3,0.850845,2.687644,1.982597,-0.685292,-2.339273
4,0.490653,2.489649,3.845475,-0.741576,-1.547933
5,1.509668,1.707092,0.533931,-0.632183,-1.239640
6,0.488934,1.355088,2.635379,-0.614198,-2.738997
7,0.426271,1.908315,4.397685,-0.990342,-1.378228
8,0.918933,2.637827,1.565587,-0.964997,-2.595012
9,0.918933,2.636001,1.566768,-0.964975,-2.595012
10,0.918933,2.637827,1.576202,-0.964529,-2.595012
11,0.897272,2.897856,1.637064,-0.953936,-2.515702
12,0.850845,2.795765,1.982597,-0.809666,-2.339273
13,0.850845,2.687644,1.982597,-0.685292,-2.339273
14,0.490653,2.489649,3.845475,-0.741576,-1.547933
15,0.488184,2.489649,3.845475,-0.755383,-1.538937
16,1.509343,1.707092,0.554454,-0.676206,-1.401066
17,1.509668,1.707092,0.533931,-0.632183,-1.239640
18,0.426271,1.908315,4.397685,-0.990342,-1.378228
19,0.918933,2.637827,1.565587,-0.964997,-2.595012
20,0.960717,2.548596,1.522136,-0.835785,-2.741357
21,0.897272,2.890148,1.637064,-0.975194,-2.514133
22,0.918933,2.636001,1.566768,-0.964975,-2.595012
23,0.488934,1.355088,2.635379,-0.614198,-2.738997
24,0.897272,2.877471,1.637064,-0.974740,-2.514133
25,0.918933,2.637827,1.576202,-0.964529,-2.595012
26,0.589004,0.916646,1.364507,-0.974418,-2.060348
27,0.897272,2.897856,1.637064,-0.953936,-2.515702
28,0.896643,2.896553,1.637064,-0.941287,-2.514131
29,0.434640,2.896381,4.614046,-0.868731,-1.393205
30,0.850845,2.795765,1.982597,-0.809666,-2.339273
31,0.426271,1.908315,4.397685,-0.990342,-1.378228
32,0.960717,2.548596,1.522136,-0.835785,-2.741357
33,0.960717,2.548596,1.524832,-0.835785,-2.741357
34,0.928220,2.637827,1.572765,-0.980345,-2.628020
35,0.932557,2.636001,1.566768,-0.955417,-2.642675
36,0.960781,2.548596,1.515707,-0.889237,-2.741348
37,0.919880,2.894649,1.645986,-0.979745,-2.598868
38,0.489439,1.355088,2.635379,-0.621420,-2.740953
39,0.918933,2.637827,1.565587,-0.964997,-2.595012
40,0.910994,2.896553,1.687902,-0.968083,-2.566241
41,0.897207,2.877471,1.643493,-0.977349,-2.514139
42,0.488934,1.355088,2.635379,-0.614198,-2.738997
43,0.918933,2.636001,1.566768,-0.964975,-2.595012
44,0.897272,2.890148,1.637064,-0.975194,-2.514133
45,0.918933,2.637827,1.576202,-0.964529,-2.595012
46,0.897272,2.877471,1.637064,-0.974740,-2.514133
47,0.589004,0.916646,1.364507,-0.974418,-2.060348
48,0.918933,2.559181,1.566768,-0.963998,-2.595012
49,0.960717,2.548596,1.522136,-0.835785,-2.741357
50,0.960717,2.548596,1.524832,-0.835785,-2.741357
51,0.928220,2.637827,1.572765,-0.980345,-2.628020
52,0.932557,2.636001,1.566768,-0.955417,-2.642675
53,0.960781,2.548596,1.515707,-0.889237,-2.741348
54,0.960781,2.548596,1.516749,-0.889237,-2.741348
