Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance,Critical
0,0.488934,1.355088,2.635379,-0.614198,-2.738997,1
1,1.729026,1.618974,1.147257,-0.000000,-5.600464,0
2,1.552513,2.605875,1.362418,-0.000000,-4.838153,0
3,1.981620,0.923786,1.646855,-0.000000,-6.904156,0
4,1.798943,0.925015,1.296884,-0.000000,-6.158075,0
5,0.426271,1.908315,4.397685,-0.990342,-1.378228,1
6,1.375213,1.046063,0.315421,-0.000000,-4.409589,0
7,0.918933,2.637827,1.565587,-0.964997,-2.595012,1
8,1.809358,2.230956,1.292817,-0.000000,-5.769624,0
9,1.849353,2.504582,2.552400,-0.000000,-6.372995,0
10,1.838702,2.699709,2.766127,-0.000000,-6.322923,0
11,1.972033,1.056804,4.272732,-0.000000,-6.877001,0
12,1.867090,2.595095,3.314709,-0.000000,-6.444011,0
13,1.214918,2.382537,1.525957,-0.000000,-3.622342,0
14,1.404205,1.390918,1.282702,-0.000000,-4.307421,0
15,1.308815,1.699986,1.131881,-0.000000,-4.019450,0
16,0.850845,2.687644,1.982597,-0.685292,-2.339273,1
17,0.897272,2.039956,1.722056,-0.072979,-2.514133,0
18,0.490653,2.489649,3.845475,-0.741576,-1.547933,1
19,1.756418,2.795548,1.636766,-0.000000,-5.532783,0
20,1.830170,0.524624,2.804760,-0.000000,-6.294196,0
21,1.023226,0.717733,0.431317,-0.000000,-2.976245,0
22,1.157456,1.983262,1.808332,-0.000000,-3.375532,0
23,1.054366,0.910712,0.881175,-0.000000,-3.071614,0
24,0.707737,2.740988,2.788151,-0.369068,-2.034022,0
25,0.896957,2.100547,1.313979,-0.167140,-2.199121,0
26,1.310424,2.966765,0.673633,-0.035339,-2.284066,0
27,0.868974,2.045994,2.063754,-0.000638,-2.389086,0
28,1.509668,1.707092,0.533931,-0.632183,-1.239640,1
29,1.627573,2.427892,4.741254,-0.000000,-5.464410,0
30,1.722798,1.562372,1.646244,-0.000000,-5.412412,0
31,1.637008,2.730758,3.196702,-0.000000,-5.504035,0
32,1.160106,1.322513,2.365868,-0.000000,-3.238140,0
33,1.042485,1.657244,2.000423,-0.000000,-2.960784,0
34,0.890333,2.792832,2.938140,-0.000000,-2.537995,0
35,0.465324,2.870461,4.614046,-0.350464,-1.478942,0
36,0.681411,1.974183,0.592530,-0.028699,-1.988680,0
37,0.762126,0.671097,0.087059,-0.004037,-2.084417,0
38,0.786415,2.296423,2.743801,-0.000019,-2.170496,0
39,0.243815,0.553945,2.949246,-0.568463,-0.504271,0
40,1.585278,1.933869,2.348284,-0.000000,-4.847168,0
41,1.522508,1.891805,2.043330,-0.000000,-4.573077,0
42,1.535404,2.133132,2.950942,-0.000000,-5.087826,0
43,1.540692,1.238453,2.317050,-0.000000,-4.737465,0
44,1.629632,1.515759,4.444161,-0.000000,-5.478195,0
45,1.566566,2.473886,2.761040,-0.000000,-5.215820,0
46,1.628985,1.137555,3.161134,-0.000000,-5.468707,0
47,0.958586,2.614405,3.068468,-0.000000,-2.674011,0
48,1.015286,0.566700,1.682286,-0.000000,-2.926694,0
49,1.017180,1.184013,2.490264,-0.000000,-2.812508,0
50,0.938414,0.519800,0.221295,-0.000000,-2.661911,0
51,0.860687,1.866037,3.131307,-0.000000,-2.463951,0
52,0.330791,1.957890,3.581618,-0.047580,-1.162283,0
53,0.413554,2.650682,2.738464,-0.016855,-1.370892,0
54,0.595607,2.478332,0.636514,-0.001371,-1.808646,0
55,0.712792,0.813095,1.402994,-0.000006,-2.046326,0
56,0.633340,0.888800,0.201272,-0.548116,-0.053901,0
57,1.632618,1.991065,0.384662,-0.207404,-0.131470,0
58,1.596445,2.609516,0.755904,-0.513113,-0.089555,0
59,1.300547,2.081585,2.765794,-0.000000,-3.730040,0
60,1.133585,0.781325,2.469848,-0.000000,-3.149542,0
61,1.221225,1.524205,4.375756,-0.000000,-3.749314,0
62,1.453552,1.742290,2.999264,-0.000000,-4.742255,0
63,1.317074,1.587876,4.983489,-0.000000,-4.162005,0
64,1.606394,1.788576,3.195152,-0.000000,-5.381625,0
