n_evals,hv_all
8,0.3902833168543437
16,0.41638762600815077
24,0.4229406939690641
32,0.4233291030152491
40,0.4471740974711824
48,0.4471740974711824
56,0.45351734711601593
64,0.4535273193065738
72,0.4535273193065738
80,0.4535515430562613
89,0.4535515430562613
102,0.45941072467791666
115,0.4663610367813602
128,0.46652306376383695
141,0.4828733124979347
154,0.4828733124979347
171,0.4828733124979347
188,0.485493173723849
205,0.5078296224897487
222,0.5078296224897487
238,0.5078296224897487
265,0.51277394817386
292,0.5362032202614959
319,0.5514648728455147
346,0.5743216264591728
352,0.5743216264591728
400,0.5744877524681464
448,0.6140650105721003
496,0.6208520417405077
544,0.6253975257284919
552,0.6253975257284919
586,0.6260690712547655
620,0.6268091528387119
654,0.6414378679259926
688,0.6433289229796977
697,0.6433289229796977
747,0.6486052998405558
797,0.64993909331513
847,0.64993909331513
897,0.6528001821100076
904,0.6528001821100076
949,0.6529795228415185
994,0.6529796404479318
1039,0.659741623326614
1084,0.6614232975415026
