Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.394416,0.688014,1.829174,-0.999870,-1.300566,1
1,0.394416,0.688014,1.829174,-0.999870,-1.300566,1
2,0.394416,0.688014,1.829174,-0.999870,-1.300566,1
3,0.394416,0.688014,1.829174,-0.999870,-1.300566,1
4,0.394416,0.688014,1.821349,-0.999870,-1.300566,1
5,0.394416,0.688014,1.829174,-0.999870,-1.300566,1
6,0.394416,0.688014,1.821349,-0.999870,-1.300566,1
7,0.394416,0.688014,1.829174,-0.999870,-1.300566,1
8,0.394416,0.688014,1.821349,-0.999870,-1.300566,1
9,0.395185,0.699261,1.708417,-0.999066,-1.303626,1
10,0.395185,0.699261,1.708417,-0.999066,-1.303626,1
11,0.395185,0.699261,1.708417,-0.999066,-1.303626,1
12,0.395185,0.699261,1.708417,-0.999066,-1.303626,1
13,0.395185,0.699261,1.708417,-0.999066,-1.303626,1
14,0.395185,0.699261,1.708417,-0.999066,-1.303626,1
15,0.395185,0.699261,1.708417,-0.999066,-1.303626,1
16,0.395185,0.699261,1.708417,-0.999066,-1.303626,1
17,0.789793,1.978388,1.938841,-0.998306,-2.118156,1
18,0.789793,1.978388,1.938841,-0.998306,-2.118156,1
19,0.789793,1.978388,1.938841,-0.998306,-2.118156,1
20,0.789793,1.978388,1.938841,-0.998306,-2.118156,1
21,0.789793,1.978388,1.938841,-0.998306,-2.118156,1
22,0.789793,1.978388,1.938841,-0.998306,-2.118156,1
23,0.789793,1.978388,1.938841,-0.998306,-2.118156,1
24,0.789793,1.978388,1.938841,-0.998306,-2.118156,1
25,0.789793,1.978388,1.938841,-0.998306,-2.118156,1
26,0.789793,1.978388,1.938841,-0.998306,-2.118156,1
27,0.789793,1.978388,1.938841,-0.998306,-2.118156,1
28,0.789793,1.978388,1.937642,-0.998306,-2.118156,1
29,0.789793,1.978388,1.938841,-0.998306,-2.118156,1
30,0.789793,1.978388,1.937642,-0.998306,-2.118156,1
31,0.789793,1.978388,1.938841,-0.998306,-2.118156,1
32,0.789793,1.978388,1.937642,-0.998306,-2.118156,1
33,0.789793,1.978388,1.938841,-0.998306,-2.118156,1
34,0.789793,1.978388,1.937642,-0.998306,-2.118156,1
35,0.852359,2.155643,1.709470,-0.997847,-2.344692,1
36,0.852359,2.155643,1.709470,-0.997847,-2.344692,1
37,0.852359,2.155643,1.709470,-0.997847,-2.344692,1
38,0.852359,2.155643,1.709470,-0.997847,-2.344692,1
39,0.853363,2.153804,1.705850,-0.974362,-2.348876,1
40,0.853363,2.153804,1.705850,-0.974362,-2.348876,1
41,0.853363,2.153804,1.705850,-0.974362,-2.348876,1
42,0.874163,2.154928,1.647092,-0.972989,-2.425119,1
43,0.874374,2.073152,1.622090,-0.919103,-2.426399,1
44,0.874374,2.073152,1.622090,-0.919103,-2.426399,1
45,0.874374,2.073152,1.622090,-0.919103,-2.426399,1
46,0.875101,2.081303,1.647383,-0.808413,-2.428391,1
47,0.875195,2.073411,1.647383,-0.782999,-2.429033,1
48,0.875195,2.073411,1.647383,-0.782999,-2.429033,1
49,0.876933,2.075250,1.647092,-0.779311,-2.435835,1
50,0.876933,2.075250,1.647092,-0.779311,-2.435835,1
51,0.876933,2.075250,1.647092,-0.779311,-2.435835,1
52,0.885170,2.109503,1.625363,-0.777377,-2.468414,1
53,0.885170,2.109503,1.625363,-0.777377,-2.468414,1
54,0.885170,2.109503,1.625363,-0.777377,-2.468414,1
55,0.885170,2.109503,1.625363,-0.777377,-2.468414,1
56,0.840009,1.978388,1.644549,-0.679711,-4.041432,1
57,0.840009,1.978388,1.644549,-0.679711,-4.041432,1
58,0.840009,1.978388,1.644549,-0.679711,-4.041432,1
59,0.840009,1.978388,1.644549,-0.679711,-4.041432,1
60,0.840009,1.978388,1.644549,-0.679711,-4.041432,1
61,0.840009,1.978388,1.644549,-0.679711,-4.041432,1
62,0.840009,1.978388,1.645748,-0.679711,-4.041432,1
63,0.840009,1.978388,1.644549,-0.679711,-4.041432,1
64,0.840009,1.978388,1.645748,-0.679711,-4.041432,1
65,0.840009,1.978388,1.644549,-0.679711,-4.041432,1
66,0.840009,1.978388,1.645748,-0.679711,-4.041432,1
67,0.840009,1.978388,1.644549,-0.679711,-4.041432,1
68,0.840009,1.978388,1.645748,-0.679711,-4.041432,1
69,0.864197,2.057803,1.639218,-0.655331,-4.054462,1
70,0.864197,2.057803,1.639218,-0.655331,-4.054462,1
71,0.870154,2.080759,1.622090,-0.630040,-4.056800,1
72,0.937191,1.979319,1.167668,-0.396757,-4.173313,0
73,1.232215,2.314795,0.558759,-0.079653,-5.639845,0
74,1.232215,2.314795,0.558759,-0.079653,-5.639845,0
75,1.232215,2.314795,0.558759,-0.079653,-5.639845,0
76,1.232215,2.314795,0.558759,-0.079653,-5.639845,0
