Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance
0,0.394957,0.725976,1.644549,-0.975929,-2.037644
1,0.757707,1.793265,2.085085,-0.874454,-2.083241
2,0.394957,0.725976,1.644549,-0.975929,-2.037644
3,0.841371,1.785399,1.595404,-0.878011,-2.306358
4,0.394957,0.725976,1.644549,-0.975929,-2.037644
5,0.841371,1.785399,1.595404,-0.878011,-2.306358
6,0.394957,0.725976,1.644549,-0.975929,-2.037644
7,0.841371,1.785399,1.595404,-0.878011,-2.306358
8,0.394957,0.725976,1.644549,-0.975929,-2.037644
9,0.841371,1.785399,1.595404,-0.878011,-2.306358
10,0.394957,0.725976,1.644549,-0.975929,-2.037644
11,0.841371,1.785399,1.595404,-0.878011,-2.306358
12,0.841371,1.785399,1.595404,-0.878011,-2.306358
13,0.394416,0.725976,1.644549,-0.979586,-2.104317
14,0.860420,1.978388,1.644549,-0.859619,-2.373341
15,0.394957,0.725976,1.644549,-0.975929,-2.037644
16,0.413178,0.669740,1.644549,-0.952942,-1.369916
17,0.375908,0.843058,1.595404,-0.638575,-0.886144
18,0.841371,1.785399,1.595404,-0.878011,-2.306358
19,0.394416,0.725976,1.644549,-0.979586,-2.104317
20,0.860420,1.978388,1.644549,-0.859619,-2.373341
21,0.865344,2.000883,1.644579,-0.813221,-2.391292
22,0.394416,0.688061,1.644549,-0.996079,-1.300566
23,0.394957,0.725976,1.644549,-0.975929,-2.037644
24,0.413178,0.669740,1.644549,-0.952942,-1.369916
25,0.413178,0.673456,1.760339,-0.850548,-1.369916
26,0.394416,0.725976,1.644549,-0.979586,-2.104317
27,0.860420,1.978388,1.644549,-0.859619,-2.373341
28,0.865344,2.000883,1.644579,-0.813221,-2.391292
29,0.394416,0.688061,1.644549,-0.996079,-1.300566
30,0.841371,1.785901,1.595404,-0.879401,-2.306358
31,0.867258,1.916429,1.595404,-0.772448,-2.399067
32,0.394957,0.725976,1.644549,-0.975929,-2.037644
33,0.841371,1.785399,1.595404,-0.878011,-2.306358
34,0.413178,0.669740,1.644549,-0.952942,-1.369916
35,0.359654,0.675219,1.595154,-0.873077,-2.022884
36,0.394416,0.725976,1.644549,-0.979586,-2.104317
37,0.860420,1.978388,1.644549,-0.859619,-2.373341
38,0.865344,2.000883,1.644579,-0.813221,-2.391292
39,0.394416,0.688061,1.644549,-0.996079,-1.300566
40,0.841371,1.785901,1.595404,-0.879401,-2.306358
41,0.867258,1.916429,1.595404,-0.772448,-2.399067
42,0.394957,0.725976,1.644549,-0.975929,-2.037644
43,0.385613,0.688061,1.644549,-0.991309,-1.270437
44,0.841371,1.785399,1.595404,-0.878011,-2.306358
45,0.867258,1.902874,1.595404,-0.729138,-2.399067
46,0.394416,0.688061,1.644549,-0.996079,-1.300566
47,0.394416,0.725976,1.644549,-0.979586,-2.104317
48,0.841371,1.785901,1.595404,-0.879401,-2.306358
49,0.860420,1.978388,1.644549,-0.859619,-2.373341
50,0.867258,1.916429,1.595404,-0.772448,-2.399067
51,0.394416,0.688061,1.644549,-0.996079,-1.300566
52,0.841371,1.785901,1.595404,-0.879401,-2.306358
53,0.860420,1.978388,1.644549,-0.859619,-2.373341
54,0.867258,1.916429,1.595404,-0.772448,-2.399067
55,0.394416,0.688061,1.229132,-0.987357,-2.110284
56,0.828697,1.785901,1.635919,-0.981702,-2.261713
57,0.394416,0.725976,1.644549,-0.979586,-2.104317
58,0.392602,0.688061,1.644549,-0.979944,-1.292540
59,0.394416,0.725976,1.412082,-0.706040,-2.035800
60,0.420301,0.725976,1.644549,-0.613967,-1.271651
61,0.394416,0.688061,1.644549,-0.996079,-1.300566
62,0.841371,1.785901,1.595404,-0.879401,-2.306358
63,0.860420,1.978388,1.644549,-0.859619,-2.373341
64,0.867258,1.916429,1.595404,-0.772448,-2.399067
65,0.394416,0.688061,1.229132,-0.987357,-2.110284
66,0.828697,1.785901,1.635919,-0.981702,-2.261713
67,0.395590,0.688061,1.644549,-0.988913,-1.303976
68,0.364436,0.667519,1.985692,-0.990209,-1.220852
69,0.853837,1.871955,1.644549,-0.675138,-2.350093
70,0.394416,0.725976,1.644549,-0.979586,-2.104317
71,0.394416,0.688061,1.644549,-0.996079,-1.300566
72,0.841371,1.785901,1.595404,-0.879401,-2.306358
73,0.860420,1.978388,1.644549,-0.859619,-2.373341
74,0.867258,1.916429,1.595404,-0.772448,-2.399067
75,0.394416,0.688061,1.229132,-0.987357,-2.110284
76,0.828697,1.785901,1.635919,-0.981702,-2.261713
77,0.395590,0.688061,1.644549,-0.988913,-1.303976
