Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance,Critical
0,0.394957,0.725976,1.644549,-0.975929,-2.037644,1
1,0.757707,1.793265,2.085085,-0.874454,-2.083241,1
2,0.841371,1.993726,1.595404,-0.442580,-3.522082,0
3,1.232215,2.314795,0.558759,-0.079653,-5.639845,0
4,1.919011,1.035222,0.172184,-0.000000,-6.650571,0
5,1.926295,2.895247,4.073409,-0.000000,-6.683177,0
6,1.981127,0.528861,3.966140,-0.000000,-6.912109,0
7,0.394957,0.725976,1.644549,-0.975929,-2.037644,1
8,1.981127,0.528861,3.966140,-0.000000,-6.912109,0
9,0.841371,1.993726,1.595404,-0.442580,-3.522082,0
10,1.232215,2.314795,0.558759,-0.079653,-5.639845,0
11,1.232215,1.992144,0.558759,-0.562363,-2.463103,0
12,0.841371,1.785399,1.595404,-0.878011,-2.306358,1
13,1.919011,1.035222,0.172184,-0.000000,-6.650571,0
14,0.394957,0.725976,1.644549,-0.975929,-2.037644,1
15,1.981127,0.528861,3.966140,-0.000000,-6.912109,0
16,0.841371,1.993726,1.595404,-0.442580,-3.522082,0
17,1.232215,2.314795,0.558759,-0.079653,-5.639845,0
18,1.232215,1.992144,0.558759,-0.562363,-2.463103,0
19,0.841371,1.785399,1.595404,-0.878011,-2.306358,1
20,1.919011,1.035222,0.172184,-0.000000,-6.650571,0
21,0.394957,0.725976,1.644549,-0.975929,-2.037644,1
22,1.981127,0.528861,3.966140,-0.000000,-6.912109,0
23,0.841371,1.993726,1.595404,-0.442580,-3.522082,0
24,1.232215,2.314795,0.558759,-0.079653,-5.639845,0
25,1.232215,1.992144,0.558759,-0.562363,-2.463103,0
26,0.841371,1.785399,1.595404,-0.878011,-2.306358,1
27,1.919011,1.035222,0.172184,-0.000000,-6.650571,0
28,1.988969,0.755917,3.135140,-0.000000,-6.949764,0
29,0.394957,0.725976,1.644549,-0.975929,-2.037644,1
30,0.841371,1.993726,1.595404,-0.442580,-3.522082,0
31,1.232215,2.314795,0.558759,-0.079653,-5.639845,0
32,1.232215,1.992144,0.558759,-0.562363,-2.463103,0
33,0.841371,1.785399,1.595404,-0.878011,-2.306358,1
34,1.919011,1.035222,0.172184,-0.000000,-6.650571,0
35,0.394957,0.725976,1.644549,-0.975929,-2.037644,1
36,0.841371,1.785399,1.595404,-0.878011,-2.306358,1
37,0.841371,1.993726,1.595404,-0.442580,-3.522082,0
38,0.841371,1.785399,1.595404,-0.878011,-2.306358,1
39,0.841371,1.993726,1.595404,-0.442580,-3.522082,0
40,0.394416,0.725976,1.644549,-0.979586,-2.104317,1
41,0.860420,1.978388,1.644549,-0.859619,-2.373341,1
42,0.990009,2.042022,1.645420,-0.000182,-2.837277,0
43,1.023762,1.360317,1.400556,-0.000000,-2.951704,0
44,0.394957,0.725976,1.644549,-0.975929,-2.037644,1
