NSGAII_n_evals,NSGAII_SP,NSGAII_SP_sigma,NSGAIIDT_n_evals,NSGAIIDT_SP,NSGAIIDT_SP_sigma
125,0.2339075860225573,0.055757150043994654,125,0.24584228730175264,0.14172389006130404
250,0.19165515013260492,0.03937646594903323,250,0.1937891696542255,0.11666950240614747
375,0.16310327909774705,0.041356377680842576,375,0.18611606456333102,0.09080587290166774
500,0.14260951965993274,0.04363965516884757,500,0.14932633580778404,0.06978631285022753
625,0.1265611732595873,0.03956404767073605,625,0.1121823868656319,0.03358424258559717
750,0.13996444254194781,0.05014974309996614,750,0.11394948433457566,0.05022626977994692
875,0.14201843568303693,0.06103363633910611,875,0.11607570327585563,0.044641353403898104
1000,0.1369282731505918,0.06484113694839881,1000,0.1302514570836747,0.07293990942837471
