Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance
0,0.794696,1.520929,1.546492,-0.988402,-2.132248
1,0.368234,0.753516,2.475164,-0.994031,-1.230586
2,0.630274,2.301368,2.814677,-0.987868,-1.880760
3,1.586126,2.958603,0.809967,-0.662790,-0.135023
4,0.794696,1.520929,1.546492,-0.988402,-2.132248
5,0.368234,0.753516,2.475164,-0.994031,-1.230586
6,0.895208,2.685212,1.673322,-0.967312,-2.507321
7,0.794696,1.738083,1.546492,-0.727067,-3.790765
8,0.795788,1.520929,1.546492,-0.972291,-2.135860
9,0.630274,2.301368,2.814677,-0.987868,-1.880760
10,0.368234,0.762907,2.475164,-0.991887,-1.230586
11,0.442247,2.331643,4.230438,-0.802869,-1.427725
12,0.429402,2.331643,4.447470,-0.847624,-1.380402
13,1.586126,2.958603,0.809967,-0.662790,-0.135023
14,1.783049,1.465897,0.051445,-0.635492,-0.584669
15,0.368234,0.753516,2.475164,-0.994031,-1.230586
16,0.895208,2.685212,1.673322,-0.967312,-2.507321
17,0.794696,1.738083,1.546492,-0.727067,-3.790765
18,0.798110,1.465630,0.942648,-0.603882,-3.861134
19,0.796759,1.520929,1.546492,-0.993386,-2.138567
20,0.794696,1.520929,1.546492,-0.988402,-2.132248
21,0.795788,1.520929,1.546492,-0.972291,-2.135860
22,0.368234,0.762907,2.475164,-0.991887,-1.230586
23,0.630274,2.301368,2.814677,-0.987868,-1.880760
24,0.784726,1.520929,1.546492,-0.966710,-2.107235
25,0.630274,2.301368,2.761485,-0.920095,-1.880001
26,0.442247,2.331643,4.230438,-0.802869,-1.427725
27,0.429402,2.331643,4.447470,-0.847624,-1.380402
28,0.429402,2.331643,4.382585,-0.806615,-1.380688
29,0.700755,1.775685,2.151387,-0.697909,-1.775628
30,0.380264,0.727592,0.698962,-0.746298,-0.132279
31,1.708839,2.096083,0.643052,-0.643433,-1.362149
32,1.586126,2.958603,0.809967,-0.662790,-0.135023
33,0.895208,2.685212,1.673322,-0.967312,-2.507321
