n_evals,sp
100,0.18934842490101186
200,0.15030111200951052
300,0.11190183147136513
400,0.11830503035666841
500,0.09749180969948101
600,0.08233548204832472
700,0.07325043820715234
800,0.08240405606457211
900,0.0706628179861569
1000,0.10376679077095446
