n_evals,gd_all_default
100,0.1898475288093288
200,0.17087416051670112
300,0.1552822349965636
400,0.1804415489905282
500,0.20516992857799132
600,0.20061010153347514
700,0.15284981746717413
800,0.0658965254614666
900,0.08595613955845455
1000,0.07919348821293536
