n_evals,hv_all
100,0.04061949277503821
200,0.11006359368662927
300,0.11759955312673695
400,0.12045336904926371
500,0.12112392174912584
600,0.1226066426130942
700,0.135640247475809
800,0.284128531052877
900,0.30099513898714814
1000,0.32780972140293707
