n_evals,igd_global
100,0.23919144699452616
200,0.22915037186554618
300,0.21295381732034785
400,0.20763017085391686
500,0.2079771792260479
600,0.2025416634627578
700,0.19719977410016998
800,0.14270445168725013
900,0.13698298965925237
1000,0.13387394789065732
