n_evals,sp_global
100,0.18934842490101186
200,0.09902674319458458
300,0.08333333333333336
400,0.07999999999999992
500,0.05136904949495898
600,0.03295282133944444
700,0.02777777777777756
800,0.030417698665413107
900,0.025641025641025647
1000,0.042478936865959736
