n_evals,hv_all
100,0.03363977116685918
200,0.03396979137336707
300,0.20646085059906102
400,0.28263223957996864
500,0.28282558517992923
600,0.33011979296081734
700,0.34290013174794437
800,0.37303994408125507
900,0.4441964613271598
1000,0.4624351108996287
