n_evals,gd_global_default
100,0.14263625388426843
200,0.15852257527353897
300,0.08087622242332836
400,0.06804907027292038
500,0.10809123784246806
600,0.07404831867447763
700,0.05885086500341782
800,0.05205368809306292
900,0.037608328168398535
1000,0.039920473381265906
