n_evals,gd_all_default
100,0.14263625388426843
200,0.1424642755709288
300,0.06784938815047983
400,0.08440085694228719
500,0.12067888891432088
600,0.092532915431318
700,0.08416919146275938
800,0.07507520827885779
900,0.04677721254245845
1000,0.049715492206596386
