n_evals,sp
100,0.17323333752185685
200,0.21700702330798172
300,0.24409516741513246
400,0.24481501310049947
500,0.21756239275983988
600,0.21752751259442127
700,0.1636861323426123
800,0.13187155834465117
900,0.13189173019471498
1000,0.11638264937179597
