n_evals,igd_global
100,0.27990972877459347
200,0.2796159772545396
300,0.19675262503095878
400,0.1358402369290975
500,0.13583941487520065
600,0.12937168384998707
700,0.12361892968454967
800,0.12081976113519936
900,0.09845380393451755
1000,0.09827040445725624
