n_evals,gd_all_default
6,0.10575706915507566
12,0.1036731956515841
18,0.10367140013227694
24,0.10367140013227694
30,0.10367140013227694
36,0.10367140013227694
42,0.10384861404375194
48,0.10384793717761524
54,0.10384793717761524
60,0.10384793717761524
66,0.10384793717761524
75,0.1036880854341715
84,0.10359262200097262
93,0.10016719156439867
102,0.08598842053347143
109,0.08598842053347143
120,0.07724690585853602
131,0.07459252358501917
142,0.0807923817062794
153,0.07436850403042486
162,0.07436850403042486
179,0.07436850403042486
196,0.059632314671229515
213,0.04826055815251111
230,0.018740408394942478
238,0.018740408394942478
251,0.02065333750061598
264,0.018590503890562226
277,0.018187730053083658
290,0.018180508499363174
302,0.018180508499363174
325,0.01949293820075811
348,0.03046667289566712
371,0.030786187808620073
394,0.03078595150377611
410,0.03078595150377611
441,0.024293070468686243
472,0.03809395666778184
503,0.03670691956654303
534,0.044268067909678535
548,0.044268067909678535
585,0.04362512230177664
622,0.03929365743909609
659,0.043200404946819156
696,0.05110291361367488
716,0.05110291361367488
765,0.053240245415633984
814,0.05323768672027004
863,0.05226329233627211
912,0.04521075561993391
931,0.04521075561993391
976,0.034966885884786095
1021,0.04083306778791733
1066,0.037297999583375714
1111,0.037297999583375714
1129,0.037297999583375714
1174,0.036670329943731046
1219,0.043042346514310936
1264,0.04300206870861079
1309,0.04633279574074365
