n_evals,sp
100,0.3978420241156522
200,0.204898747931805
300,0.16653639495795247
400,0.12490000348254596
500,0.11954900047641127
600,0.09114969505158046
700,0.09313284667411334
800,0.11011158550740639
900,0.1238886228040351
1000,0.11655997424941744
