n_evals,sp_global
100,0.3978420241156522
200,0.1497644301931634
300,0.1110266025301096
400,0.05714285714285701
500,0.046751326814447845
600,0.03571428571428582
700,0.04341410764304783
800,0.052627126799176166
900,0.04761904761904771
1000,0.046124700822036055
