n_evals,gd_global_default
100,0.16956623282961117
200,0.10949009726995561
300,0.10224750287421237
400,0.09950210085024244
500,0.0966287642455825
600,0.0973784110388704
700,0.08252242246072514
800,0.09794838051385962
900,0.08073428596160054
1000,0.06677434418924136
