Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance,Critical
0,0.540337,2.208385,3.377424,-0.922300,-1.681429,1
1,1.958941,2.248117,0.246192,-0.469329,-2.468241,0
2,1.068015,2.430954,1.225711,-0.384929,-3.794295,0
3,1.845799,2.294637,0.034177,-0.011659,-4.804797,0
4,1.574903,1.549364,0.610780,-0.000000,-5.244466,0
5,1.974394,1.389159,0.336139,-0.000000,-6.874785,0
6,1.989164,1.201792,2.391630,-0.000000,-6.949764,0
7,0.540337,2.208385,3.377424,-0.922300,-1.681429,1
8,1.989164,1.201792,2.391630,-0.000000,-6.949764,0
9,1.958941,2.248117,0.246192,-0.469329,-2.468241,0
10,1.068015,2.430954,1.225711,-0.384929,-3.794295,0
11,1.845799,2.293965,0.034177,-0.011723,-4.804797,0
12,1.574903,1.549364,0.610780,-0.000000,-5.244466,0
13,1.974394,1.389159,0.336139,-0.000000,-6.874785,0
14,0.540337,2.208385,3.377424,-0.922300,-1.681429,1
15,1.989164,1.201792,2.391630,-0.000000,-6.949764,0
16,1.958941,2.248117,0.107997,-0.075937,-5.252015,0
17,1.958941,2.248117,0.246192,-0.469329,-2.468241,0
18,1.068015,2.430954,1.225711,-0.384929,-3.794295,0
19,1.974394,1.389159,0.336139,-0.000000,-6.874785,0
20,1.959338,2.248117,0.210647,-0.401409,-3.589209,0
21,0.540337,2.208385,3.377424,-0.922300,-1.681429,1
22,1.989164,1.201792,2.391630,-0.000000,-6.949764,0
23,1.958941,2.248117,0.107997,-0.075937,-5.252015,0
24,1.958941,2.248117,0.246192,-0.469329,-2.468241,0
25,1.068015,2.430954,1.225711,-0.384929,-3.794295,0
26,1.974394,1.389159,0.336139,-0.000000,-6.874785,0
27,1.959338,2.248117,0.210647,-0.401409,-3.589209,0
28,0.540337,2.212251,3.377424,-0.922302,-1.681429,1
29,1.989164,1.201792,2.391630,-0.000000,-6.949764,0
30,1.958941,2.248117,0.110365,-0.100148,-5.307725,0
31,1.958941,2.248117,0.246192,-0.469329,-2.468241,0
32,1.068015,2.430954,1.225711,-0.384929,-3.794295,0
33,1.974394,1.389159,0.336139,-0.000000,-6.874785,0
34,1.959338,2.248117,0.210647,-0.401409,-3.589209,0
35,0.540337,2.212251,3.377424,-0.922302,-1.681429,1
36,1.958941,2.248117,0.246192,-0.469329,-2.468241,0
37,1.959338,2.248117,0.210647,-0.401409,-3.589209,0
38,1.068015,2.430954,1.225711,-0.384929,-3.794295,0
39,1.958941,2.248117,0.110365,-0.100148,-5.307725,0
40,1.974394,1.389159,0.336139,-0.000000,-6.874785,0
41,1.989164,1.201792,2.391630,-0.000000,-6.949764,0
42,0.540337,2.295180,3.377424,-0.955492,-1.681420,1
43,1.989164,1.201792,2.391630,-0.000000,-6.949764,0
