Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.550503,2.423125,3.477940,-0.999919,-1.695634,1
1,0.550503,2.423125,3.477940,-0.999919,-1.695634,1
2,0.630695,1.598066,2.421101,-0.997664,-1.879538,1
3,0.631971,1.578371,2.376407,-0.996811,-1.885649,1
4,0.631971,1.578371,2.376407,-0.996811,-1.885649,1
5,0.631971,1.578371,2.376407,-0.996811,-1.885649,1
6,0.631971,1.578371,2.376407,-0.996811,-1.885649,1
7,1.802821,1.940643,0.045426,-0.545529,-4.350235,0
8,1.802821,1.940643,0.045426,-0.545529,-4.350235,0
9,1.802821,1.940643,0.045426,-0.545529,-4.350235,0
10,1.802821,1.940643,0.045426,-0.545529,-4.350235,0
11,1.802821,1.940643,0.045426,-0.545529,-4.350235,0
12,1.802821,1.940643,0.045426,-0.545529,-4.350235,0
13,1.957164,1.945353,0.000513,-0.540660,-4.650080,0
14,1.957164,1.945353,0.000513,-0.540660,-4.650080,0
15,1.965400,1.972463,0.000539,-0.506973,-6.738219,0
16,1.965400,1.972463,0.000539,-0.506973,-6.738219,0
17,1.965400,1.972463,0.000539,-0.506973,-6.738219,0
18,1.965410,1.972463,0.000539,-0.506973,-6.738219,0
19,1.965400,1.972463,0.000539,-0.506973,-6.738219,0
20,1.965410,1.972463,0.000539,-0.506973,-6.738219,0
21,1.965400,1.972463,0.000539,-0.506973,-6.738219,0
22,1.965410,1.972463,0.000539,-0.506973,-6.738219,0
23,1.965400,1.972463,0.000539,-0.506973,-6.738219,0
24,1.965410,1.972463,0.000539,-0.506973,-6.738219,0
25,1.965400,1.972463,0.000539,-0.506973,-6.738219,0
26,1.965410,1.972463,0.000539,-0.506973,-6.738219,0
27,1.965400,1.972463,0.000539,-0.506973,-6.738219,0
28,1.965410,1.972463,0.000539,-0.506973,-6.738219,0
29,1.965400,1.972463,0.000539,-0.506973,-6.738219,0
30,1.965410,1.972463,0.000539,-0.506973,-6.738219,0
31,1.840138,1.946519,0.000004,-0.465198,-6.845497,0
32,1.840138,1.946519,0.000004,-0.465198,-6.845497,0
33,1.840138,1.946519,0.000004,-0.465198,-6.845497,0
34,1.840138,1.946519,0.000004,-0.465198,-6.845497,0
35,1.840138,1.946519,0.000004,-0.465198,-6.845497,0
36,1.840138,1.946519,0.000004,-0.465198,-6.845497,0
37,1.840138,1.946519,0.000000,-0.465198,-6.845497,0
38,1.840138,1.946519,0.000004,-0.465198,-6.845497,0
39,1.840138,1.946519,0.000000,-0.465198,-6.845497,0
40,1.840138,1.946519,0.000004,-0.465198,-6.845497,0
41,1.840138,1.946519,0.000000,-0.465198,-6.845497,0
42,1.840138,1.946519,0.000004,-0.465198,-6.845497,0
43,1.840138,1.946519,0.000000,-0.465198,-6.845497,0
44,1.802821,1.940716,0.000513,-0.444640,-6.896268,0
45,1.802821,1.940716,0.000513,-0.444640,-6.896268,0
46,1.802821,1.940716,0.000513,-0.444640,-6.896268,0
47,1.802821,1.940716,0.000513,-0.444640,-6.896268,0
48,1.784515,1.945599,0.000391,-0.399260,-6.945798,0
49,1.784515,1.945599,0.000391,-0.399260,-6.945798,0
50,1.784515,1.945599,0.000391,-0.399260,-6.945798,0
51,1.784515,1.945599,0.000391,-0.399260,-6.945798,0
52,1.784515,1.945599,0.000391,-0.399260,-6.945798,0
53,1.784515,1.945599,0.000391,-0.399260,-6.945798,0
54,1.784515,1.945599,0.000391,-0.399260,-6.945798,0
55,1.999941,1.576202,0.097275,-0.000005,-6.986983,0
56,1.999941,1.576202,0.097275,-0.000005,-6.986983,0
57,1.999941,1.576202,0.097275,-0.000005,-6.986983,0
58,1.999941,1.576202,0.097275,-0.000005,-6.986983,0
