n_evals,igd_all
100,0.33854782591418175
200,0.26291110638438187
300,0.2363802179209105
400,0.20785292941585903
500,0.12777497872292037
600,0.11275916025704297
700,0.11252141929491194
800,0.10847996752621224
900,0.08510375839919757
1000,0.08198625895987521
