n_evals,gd_all_default
100,0.14660461523352922
200,0.14762347595408915
300,0.06668483257105487
400,0.07644485774807715
500,0.06877103096127805
600,0.04317007937315744
700,0.0744068297533613
800,0.06094083994898125
900,0.050386919206117556
1000,0.0650971442514202
