Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance,Critical
0,1.977794,1.489003,1.918020,-0.000000,-6.900171,0
1,1.693585,0.673796,1.241649,-0.000000,-5.730175,0
2,1.651094,2.223965,0.034807,-0.008721,-5.084619,0
3,1.650357,1.015635,0.579347,-0.000000,-5.557260,0
4,1.600332,1.110391,0.252718,-0.000000,-5.346753,0
5,1.961842,1.035309,1.664189,-0.000000,-6.821747,0
6,0.944021,2.534666,1.526183,-0.965547,-2.682137,1
7,1.996834,1.313405,4.698500,-0.000000,-6.976237,0
8,1.778795,2.756484,1.974409,-0.000000,-5.617658,0
9,1.282350,1.018153,0.245664,-0.000000,-4.010803,0
10,1.339294,1.202506,0.491570,-0.000000,-4.253009,0
11,1.669721,2.474171,1.235398,-0.000000,-5.291198,0
12,1.866370,1.918204,3.708533,-0.000000,-6.441166,0
13,1.849605,1.094864,2.137565,-0.000000,-6.373528,0
14,0.568034,0.809093,0.337101,-0.560673,-0.042349,0
15,1.972349,2.909214,0.275239,-0.081791,-2.309832,0
16,0.799368,1.378768,1.641925,-0.129474,-2.146745,0
17,0.856657,1.650070,1.702162,-0.019830,-2.359662,0
18,0.710050,2.978710,1.773674,-0.340898,-2.030859,0
19,0.598012,1.188768,1.781188,-0.520942,-0.058468,0
20,1.525518,2.183079,0.531859,-0.423870,-1.232322,0
21,1.936978,2.881191,4.459162,-0.000000,-6.729471,0
22,1.880447,1.765509,3.452271,-0.000000,-6.504825,0
23,1.212846,0.966048,0.587007,-0.000000,-3.715060,0
24,0.897715,2.062754,2.595335,-0.000000,-2.470026,0
25,1.337654,0.901127,0.910340,-0.000000,-4.247344,0
26,1.606001,2.981237,1.715114,-0.000000,-4.925817,0
27,1.671967,1.373842,1.704402,-0.000000,-5.219797,0
28,1.485046,0.982455,1.217074,-0.000000,-4.767810,0
29,1.635772,2.106807,3.576154,-0.000000,-5.499810,0
30,1.786124,2.588591,4.622354,-0.000000,-6.114104,0
31,1.627849,2.279045,2.319233,-0.000000,-5.464410,0
32,0.761024,0.745939,0.252147,-0.039503,-2.084408,0
33,0.832077,0.608028,0.087938,-0.000000,-2.264208,0
34,0.768464,1.458864,2.296472,-0.000055,-2.088757,0
35,0.372187,1.902695,3.383528,-0.137761,-1.275488,0
36,0.463243,1.447891,1.417136,-0.079568,-1.487436,0
37,0.328949,0.542204,2.322579,-0.284235,-1.120090,0
38,0.710615,1.806285,0.937059,-0.333301,-0.541015,0
39,0.372144,1.359657,3.682796,-0.390244,-0.027432,0
40,1.813814,1.758837,3.562798,-0.000000,-6.228535,0
41,1.075244,2.325632,2.128953,-0.000000,-3.075590,0
42,1.220200,1.549804,1.536937,-0.000000,-3.622615,0
43,1.306389,0.704816,1.859814,-0.000000,-3.962459,0
44,1.526540,1.547607,4.148735,-0.000000,-5.048751,0
45,1.625082,2.113986,3.550971,-0.000000,-5.454500,0
46,0.630841,2.721776,0.025300,-0.000144,-1.909010,0
47,0.684895,1.672029,3.066778,-0.000006,-1.994618,0
48,0.331429,1.795700,3.238486,-0.036226,-1.158971,0
49,0.446484,1.480144,4.554059,-0.000335,-1.442221,0
50,0.359528,2.536632,2.393021,-0.001981,-1.272039,0
51,0.404551,1.349378,0.184766,-0.001500,-1.379094,0
52,0.222928,0.986056,4.897163,-0.208272,-0.836936,0
53,0.463715,2.133702,3.032936,-0.311936,-0.205137,0
54,1.643029,1.253291,3.568772,-0.000000,-5.532787,0
