Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.596383,1.000902,0.490712,-0.858511,-3.358212,1
1,0.932068,2.512925,1.527096,-0.999828,-2.641265,1
2,0.943793,2.522279,1.527096,-0.984542,-2.681499,1
3,0.944021,2.534666,1.526183,-0.965547,-2.682137,1
4,0.944339,2.542795,1.526179,-0.958447,-2.683966,1
5,1.288119,2.082541,0.206951,-0.127861,-6.236769,0
6,1.304063,2.074562,0.257409,-0.372702,-6.219155,0
7,1.347196,2.228343,0.261339,-0.100196,-6.419422,0
8,1.521599,2.283949,0.531859,-0.479184,-4.411310,0
9,1.543967,2.238799,0.487332,-0.459274,-4.636394,0
10,1.990166,2.190873,0.164058,-0.450467,-5.696453,0
11,1.992342,1.517255,0.194064,-0.000000,-6.952443,0
12,1.998528,2.318661,0.566366,-0.000000,-6.973566,0
13,1.999751,2.134225,2.968443,-0.000000,-6.986497,0
14,1.999751,2.189896,2.926802,-0.000000,-6.986497,0
15,1.999751,2.191728,2.984695,-0.000000,-6.986497,0
16,1.999751,2.191728,2.992253,-0.000000,-6.986497,0
17,1.999751,2.273371,2.992253,-0.000000,-6.986497,0
