Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance,Critical
0,0.603305,1.122926,1.577844,-0.553178,-0.057311,0
1,0.659736,0.954886,0.486157,-0.534739,-0.091628,0
2,0.727341,2.198577,2.553554,-0.348764,-2.054926,0
3,1.353019,2.635711,0.625512,-0.094595,-4.153065,0
4,1.402754,2.357179,0.895314,-0.000003,-4.479638,0
5,1.455258,1.325057,0.541935,-0.000000,-4.748103,0
6,1.586194,2.714479,0.966332,-0.000000,-5.119550,0
7,1.923965,2.257999,0.689361,-0.000000,-6.595483,0
8,1.951423,2.617437,4.986439,-0.000000,-6.794779,0
9,1.988234,2.226622,4.876966,-0.000000,-6.937459,0
10,0.743616,2.714479,2.484242,-0.979543,-2.081206,1
11,1.988234,2.226622,4.876966,-0.000000,-6.937459,0
12,0.595860,1.137901,0.897162,-0.294504,-2.378982,0
13,1.435199,2.860136,0.625512,-0.099517,-3.259858,0
14,1.586194,2.714479,0.966332,-0.000000,-5.119550,0
15,1.353019,2.635711,0.625512,-0.094595,-4.153065,0
16,1.923965,2.257999,0.689361,-0.000000,-6.595483,0
17,1.402754,2.357179,0.895314,-0.000003,-4.479638,0
18,1.455258,1.325057,0.541935,-0.000000,-4.748103,0
19,1.951423,2.617437,4.986439,-0.000000,-6.794779,0
20,0.743616,2.714479,2.484242,-0.979543,-2.081206,1
21,0.595860,1.137901,0.897162,-0.294504,-2.378982,0
22,1.435199,2.860136,0.625512,-0.099517,-3.259858,0
23,1.353019,2.635711,0.625512,-0.094595,-4.153065,0
24,1.923965,2.257999,0.689361,-0.000000,-6.595483,0
25,1.402754,2.357179,0.895314,-0.000003,-4.479638,0
26,1.455258,1.325057,0.541935,-0.000000,-4.748103,0
27,1.767425,2.257999,0.689361,-0.000000,-5.984471,0
28,1.997747,2.860136,4.778612,-0.000000,-6.979410,0
29,1.988234,2.226622,4.876966,-0.000000,-6.937459,0
30,1.997747,2.860136,4.778612,-0.000000,-6.979410,0
31,0.544625,0.806501,0.897162,-0.987420,-2.101472,1
32,0.595860,1.137901,0.897162,-0.294504,-2.378982,0
33,1.435199,2.860136,0.625512,-0.099517,-3.259858,0
34,1.767425,2.257999,0.689361,-0.000000,-5.984471,0
35,1.353019,2.635711,0.625512,-0.094595,-4.153065,0
36,1.455258,1.325057,0.541935,-0.000000,-4.748103,0
37,1.402754,2.357179,0.895314,-0.000003,-4.479638,0
38,1.923965,2.257999,0.689361,-0.000000,-6.595483,0
39,1.961331,2.248088,4.884803,-0.000000,-6.828383,0
40,0.544625,0.806501,0.897162,-0.987420,-2.101472,1
41,1.997747,2.860136,4.778612,-0.000000,-6.979410,0
42,0.595860,1.095219,0.897162,-0.703984,-3.313881,1
43,1.353019,2.635711,0.625512,-0.094595,-4.153065,0
44,1.402754,2.357179,0.895314,-0.000003,-4.479638,0
45,1.745892,2.714713,0.746692,-0.000000,-5.832184,0
46,1.923965,2.257999,0.689361,-0.000000,-6.595483,0
47,1.767425,2.257999,0.689361,-0.000000,-5.984471,0
48,1.961331,2.248088,4.884803,-0.000000,-6.828383,0
49,1.997747,2.247605,4.778612,-0.000000,-6.979410,0
50,0.544625,0.806501,0.897162,-0.987420,-2.101472,1
51,0.595860,1.095219,0.897162,-0.703984,-3.313881,1
52,1.353019,2.635711,0.625512,-0.094595,-4.153065,0
53,1.402754,2.357179,0.895314,-0.000003,-4.479638,0
54,1.745892,2.714713,0.746692,-0.000000,-5.832184,0
55,1.767425,2.257999,0.689361,-0.000000,-5.984471,0
56,1.923965,2.257999,0.689361,-0.000000,-6.595483,0
57,1.961331,2.248088,4.884803,-0.000000,-6.828383,0
58,1.997747,2.860136,4.778612,-0.000000,-6.979410,0
59,1.997747,2.247605,4.778612,-0.000000,-6.979410,0
60,0.544625,0.806501,0.897162,-0.987420,-2.101472,1
61,1.997747,2.860136,4.778612,-0.000000,-6.979410,0
62,1.386689,2.635506,0.728430,-0.334728,-4.153085,0
63,0.595860,1.077904,0.897162,-0.881790,-3.320002,1
64,1.402754,2.357179,0.895314,-0.000003,-4.479638,0
65,1.745892,2.714713,0.746692,-0.000000,-5.832184,0
66,1.767425,2.257999,0.689361,-0.000000,-5.984471,0
67,1.924142,2.355157,0.689361,-0.000000,-6.581062,0
68,1.983682,2.876053,4.726736,-0.000000,-6.921194,0
69,1.918716,1.095219,0.693299,-0.000000,-6.649919,0
70,0.544625,0.806501,0.897162,-0.987420,-2.101472,1
71,1.997747,2.860136,4.778612,-0.000000,-6.979410,0
72,0.595860,1.077904,0.897162,-0.881790,-3.320002,1
73,1.403203,2.634289,0.746692,-0.485066,-4.153070,0
74,1.402754,2.357179,0.895314,-0.000003,-4.479638,0
75,1.386689,2.635506,0.728430,-0.334728,-4.153085,0
76,1.729378,2.715929,0.728430,-0.000000,-5.780470,0
77,1.767425,2.257999,0.689361,-0.000000,-5.984471,0
78,1.924142,2.355157,0.689361,-0.000000,-6.581062,0
79,1.983682,2.876053,4.726736,-0.000000,-6.921194,0
80,0.544625,0.806501,0.897162,-0.987420,-2.101472,1
81,1.997747,2.860136,4.778612,-0.000000,-6.979410,0
82,0.595860,1.077904,0.897162,-0.881790,-3.320002,1
83,1.403203,2.634289,0.746692,-0.485066,-4.153070,0
84,1.402754,2.357179,0.895314,-0.000003,-4.479638,0
85,1.402723,2.634289,0.632919,-0.179419,-4.241683,0
86,1.386689,2.635506,0.728430,-0.334728,-4.153085,0
87,1.729378,2.865506,0.728430,-0.000000,-5.774096,0
88,1.767425,2.257999,0.689361,-0.000000,-5.984471,0
89,1.924142,2.355157,0.689361,-0.000000,-6.581062,0
90,1.997747,2.860136,4.778612,-0.000000,-6.979410,0
91,0.544625,0.806501,0.897162,-0.987420,-2.101472,1
92,1.403203,2.634289,0.746692,-0.485066,-4.153070,0
93,0.593204,1.077904,0.897162,-0.845814,-3.320476,1
94,1.402723,2.634289,0.632919,-0.179419,-4.241683,0
95,0.595860,1.077904,0.897162,-0.881790,-3.320002,1
96,1.386689,2.635506,0.728430,-0.334728,-4.153085,0
97,1.729378,2.865506,0.728430,-0.000000,-5.774096,0
98,1.405410,2.357179,0.895314,-0.000002,-4.489791,0
99,1.402754,2.357179,0.895314,-0.000003,-4.479638,0
100,0.544625,0.806501,0.897162,-0.987420,-2.101472,1
101,0.595860,1.077904,0.897162,-0.881790,-3.320002,1
102,0.593204,1.077904,0.897162,-0.845814,-3.320476,1
103,0.544625,0.806501,0.897162,-0.987420,-2.101472,1
104,0.595860,1.077904,0.897162,-0.881790,-3.320002,1
105,0.593204,1.077904,0.897162,-0.845814,-3.320476,1
106,0.545285,0.800801,0.897162,-0.989655,-2.017767,1
107,0.593918,1.078205,0.897162,-0.851859,-3.318227,1
108,0.593752,1.077904,0.897162,-0.850282,-3.317567,1
109,0.592544,1.083604,0.897162,-0.776438,-3.316869,1
110,0.388372,0.568294,0.480060,-0.603013,-1.271453,1
111,0.593957,0.813464,0.897162,-0.631031,-0.621541,1
112,0.543872,1.070941,0.897162,-0.232829,-0.704287,0
113,0.544625,0.913058,0.791514,-0.623462,-0.036659,0
114,0.544625,0.786115,0.897162,-0.604157,-0.621181,1
115,0.595860,1.077904,0.897162,-0.881790,-3.320002,1
116,0.593204,1.077904,0.897162,-0.845814,-3.320476,1
117,0.545285,0.800801,0.897162,-0.989655,-2.017767,1
118,0.544679,0.800801,0.897162,-0.988609,-2.101481,1
119,0.593918,1.078205,0.897162,-0.851859,-3.318227,1
120,0.544625,0.806501,0.897162,-0.987420,-2.101472,1
121,0.593752,1.077904,0.897162,-0.850282,-3.317567,1
122,0.593720,1.077904,0.897162,-0.849927,-3.317643,1
123,0.592544,1.083604,0.897162,-0.776438,-3.316869,1
124,0.595860,1.064103,0.897162,-0.818584,-0.962829,1
125,0.594156,0.788064,0.897162,-0.816561,-1.790480,1
126,0.593957,0.813464,0.897162,-0.631031,-0.621541,1
127,0.595860,1.077904,0.897162,-0.881790,-3.320002,1
128,0.545285,0.800801,0.897162,-0.989655,-2.017767,1
129,0.544679,0.800801,0.897162,-0.988609,-2.101481,1
130,0.593204,1.077711,0.897162,-0.847646,-3.320476,1
131,0.593918,1.078205,0.897162,-0.851859,-3.318227,1
132,0.544625,0.806501,0.897162,-0.987420,-2.101472,1
133,0.593204,1.077904,0.897162,-0.845814,-3.320476,1
134,0.593752,1.077904,0.897162,-0.850282,-3.317567,1
135,0.593720,1.077904,0.897162,-0.849927,-3.317643,1
136,0.596083,0.800801,0.897162,-0.875970,-1.796973,1
137,0.595690,1.083435,0.897162,-0.831643,-3.319835,1
138,0.595856,1.083604,0.897162,-0.831446,-3.320002,1
139,0.544679,0.800801,0.897162,-0.988609,-2.101481,1
140,0.593204,1.077711,0.897162,-0.847646,-3.320476,1
141,0.595860,1.077710,0.897162,-0.883315,-3.320002,1
142,0.593204,1.077711,0.897049,-0.847646,-3.320476,1
143,0.593204,0.823313,0.897162,-0.989657,-2.066167,1
144,0.544679,0.800291,0.897162,-0.988573,-2.101481,1
145,0.595860,1.077904,0.897162,-0.881790,-3.320002,1
146,0.593204,1.077904,0.897162,-0.845814,-3.320476,1
147,0.545285,0.800801,0.897162,-0.989655,-2.017767,1
148,0.595856,1.083604,0.897162,-0.831446,-3.320002,1
149,0.544625,0.806501,0.897162,-0.987420,-2.101472,1
150,0.593918,1.078205,0.897162,-0.851859,-3.318227,1
151,0.593204,0.823313,0.897162,-0.989657,-2.066167,1
