Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance
0,0.743616,2.714479,2.484242,-0.979543,-2.081206
1,0.743616,2.714479,2.484242,-0.979543,-2.081206
2,0.544625,0.806501,0.897162,-0.987420,-2.101472
3,0.544625,0.806501,0.897162,-0.987420,-2.101472
4,0.595860,1.095219,0.897162,-0.703984,-3.313881
5,0.544625,0.806501,0.897162,-0.987420,-2.101472
6,0.595860,1.095219,0.897162,-0.703984,-3.313881
7,0.544625,0.806501,0.897162,-0.987420,-2.101472
8,0.595860,1.077904,0.897162,-0.881790,-3.320002
9,0.544625,0.806501,0.897162,-0.987420,-2.101472
10,0.595860,1.077904,0.897162,-0.881790,-3.320002
11,0.544625,0.806501,0.897162,-0.987420,-2.101472
12,0.595860,1.077904,0.897162,-0.881790,-3.320002
13,0.544625,0.806501,0.897162,-0.987420,-2.101472
14,0.593204,1.077904,0.897162,-0.845814,-3.320476
15,0.595860,1.077904,0.897162,-0.881790,-3.320002
16,0.544625,0.806501,0.897162,-0.987420,-2.101472
17,0.595860,1.077904,0.897162,-0.881790,-3.320002
18,0.593204,1.077904,0.897162,-0.845814,-3.320476
19,0.544625,0.806501,0.897162,-0.987420,-2.101472
20,0.595860,1.077904,0.897162,-0.881790,-3.320002
21,0.593204,1.077904,0.897162,-0.845814,-3.320476
22,0.545285,0.800801,0.897162,-0.989655,-2.017767
23,0.593918,1.078205,0.897162,-0.851859,-3.318227
24,0.593752,1.077904,0.897162,-0.850282,-3.317567
25,0.592544,1.083604,0.897162,-0.776438,-3.316869
26,0.388372,0.568294,0.480060,-0.603013,-1.271453
27,0.593957,0.813464,0.897162,-0.631031,-0.621541
28,0.544625,0.786115,0.897162,-0.604157,-0.621181
29,0.595860,1.077904,0.897162,-0.881790,-3.320002
30,0.593204,1.077904,0.897162,-0.845814,-3.320476
31,0.545285,0.800801,0.897162,-0.989655,-2.017767
32,0.544679,0.800801,0.897162,-0.988609,-2.101481
33,0.593918,1.078205,0.897162,-0.851859,-3.318227
34,0.544625,0.806501,0.897162,-0.987420,-2.101472
35,0.593752,1.077904,0.897162,-0.850282,-3.317567
36,0.593720,1.077904,0.897162,-0.849927,-3.317643
37,0.592544,1.083604,0.897162,-0.776438,-3.316869
38,0.595860,1.064103,0.897162,-0.818584,-0.962829
39,0.594156,0.788064,0.897162,-0.816561,-1.790480
40,0.593957,0.813464,0.897162,-0.631031,-0.621541
41,0.595860,1.077904,0.897162,-0.881790,-3.320002
42,0.545285,0.800801,0.897162,-0.989655,-2.017767
43,0.544679,0.800801,0.897162,-0.988609,-2.101481
44,0.593204,1.077711,0.897162,-0.847646,-3.320476
45,0.593918,1.078205,0.897162,-0.851859,-3.318227
46,0.544625,0.806501,0.897162,-0.987420,-2.101472
47,0.593204,1.077904,0.897162,-0.845814,-3.320476
48,0.593752,1.077904,0.897162,-0.850282,-3.317567
49,0.593720,1.077904,0.897162,-0.849927,-3.317643
50,0.596083,0.800801,0.897162,-0.875970,-1.796973
51,0.595690,1.083435,0.897162,-0.831643,-3.319835
52,0.595856,1.083604,0.897162,-0.831446,-3.320002
53,0.544679,0.800801,0.897162,-0.988609,-2.101481
54,0.593204,1.077711,0.897162,-0.847646,-3.320476
55,0.595860,1.077710,0.897162,-0.883315,-3.320002
56,0.593204,1.077711,0.897049,-0.847646,-3.320476
57,0.593204,0.823313,0.897162,-0.989657,-2.066167
58,0.544679,0.800291,0.897162,-0.988573,-2.101481
59,0.595860,1.077904,0.897162,-0.881790,-3.320002
60,0.593204,1.077904,0.897162,-0.845814,-3.320476
61,0.545285,0.800801,0.897162,-0.989655,-2.017767
62,0.595856,1.083604,0.897162,-0.831446,-3.320002
63,0.544625,0.806501,0.897162,-0.987420,-2.101472
64,0.593918,1.078205,0.897162,-0.851859,-3.318227
65,0.593204,0.823313,0.897162,-0.989657,-2.066167
66,0.544679,0.800801,0.897162,-0.988609,-2.101481
67,0.595860,1.077710,0.897162,-0.883315,-3.320002
68,0.593204,1.077711,0.897162,-0.847646,-3.320476
69,0.593204,1.077711,0.897049,-0.847646,-3.320476
70,0.593204,0.823313,0.897162,-0.989657,-2.066167
71,0.544679,0.800801,0.897162,-0.988609,-2.101481
72,0.595860,1.077710,0.897162,-0.883315,-3.320002
73,0.593204,1.076551,0.897162,-0.858392,-3.320476
74,0.593204,1.077711,0.897162,-0.847646,-3.320476
75,0.593204,1.077711,0.897049,-0.847646,-3.320476
76,0.593204,0.823313,0.897162,-0.989657,-2.066167
77,0.544679,0.800801,0.897162,-0.988609,-2.101481
78,0.595860,1.077710,0.897162,-0.883315,-3.320002
79,0.593204,1.076551,0.897162,-0.858392,-3.320476
80,0.600532,1.077711,0.846201,-0.847093,-3.364140
81,0.593204,0.823313,0.897162,-0.989657,-2.066167
82,0.600532,1.077711,0.846201,-0.847093,-3.364140
83,0.593204,0.833226,0.897162,-0.962216,-2.241127
84,0.595860,1.077710,0.897162,-0.883315,-3.320002
85,0.544679,0.800801,0.897162,-0.988609,-2.101481
86,0.593204,0.823313,0.897162,-0.989657,-2.066167
87,0.600532,1.077711,0.846201,-0.847093,-3.364140
88,0.593204,0.833226,0.897162,-0.962216,-2.241127
89,0.595860,1.077710,0.897162,-0.883315,-3.320002
90,0.544679,0.800801,0.897162,-0.988609,-2.101481
