n_evals,sp_global
100,0.21086125119194402
200,0.13333333333333336
300,0.12476700913452833
400,0.07292762920311985
500,0.05252500143730657
600,0.035621894678420724
700,0.02830043152350223
800,0.02298850574712619
900,0.025000000000000012
1000,0.024691358024691357
