n_evals,igd_all
100,0.32640500545521084
200,0.14038226949445057
300,0.12281400926815693
400,0.12028709340952894
500,0.1088451821897542
600,0.10806711060213019
700,0.10810705629047043
800,0.0975916357509686
900,0.09537416848951395
1000,0.08369694577006119
