n_evals,gd_global_default
100,0.18736895485886426
200,0.06076437425411106
300,0.04040466591715312
400,0.039894890827978174
500,0.05304181468240815
600,0.04802805560970276
700,0.05357159936273891
800,0.04693923656890735
900,0.04568514999814923
1000,0.02958463310513645
