n_evals,sp
100,0.21086125119194402
200,0.16890067612916526
300,0.17446548294047515
400,0.14552809775082312
500,0.10281298449230498
600,0.08563369338331853
700,0.08606736396737101
800,0.08998480013155763
900,0.09439110586639411
1000,0.09020661982980197
