Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Fitness_Critical adapted distance,Fitness_Velocity at critical distance,Critical
0,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
1,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
2,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
3,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
4,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
5,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
6,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
7,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
8,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
9,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
10,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
11,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
12,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
13,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
14,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
15,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
16,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
17,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
18,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
19,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
20,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
21,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
22,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
23,0.680996,2.436511,2.713572,-0.999867,-1.986416,1
24,0.721390,2.978713,2.561303,-0.999762,-2.050748,1
25,0.721390,2.978713,2.561303,-0.999762,-2.050748,1
26,0.721390,2.978713,2.561303,-0.999762,-2.050748,1
27,0.721390,2.978713,2.561303,-0.999762,-2.050748,1
28,0.744361,2.962831,2.434572,-0.998467,-2.081632,1
29,0.744361,2.962831,2.434572,-0.998467,-2.081632,1
30,0.744361,2.962831,2.434572,-0.998467,-2.081632,1
31,0.777235,2.812631,2.366782,-0.996851,-2.094849,1
32,0.777235,2.812631,2.366782,-0.996851,-2.094849,1
33,0.787393,2.968911,2.299633,-0.985394,-2.112553,1
34,0.787427,2.542305,2.258179,-0.975447,-2.112848,1
35,0.793795,2.962770,2.363694,-0.654953,-2.129046,1
