Index,car_width,car_length,sampling_rate,isCollision,ego_vimpact,min_ttc,stopCondition,endTime,timeCollision
262,1.98,4.31,100,1.00,2.00,10.00,4.00,4.85,-1
263,1.98,4.31,100,1.00,1.99,10.00,4.00,4.95,-1
264,1.98,4.31,100,1.00,2.07,10.00,4.00,4.76,-1
265,1.98,4.31,100,1.00,2.00,10.00,4.00,4.89,-1
266,1.98,4.31,100,1.00,2.65,10.00,4.00,5.07,-1
267,1.98,4.31,100,1.00,2.01,10.00,4.00,4.85,-1
268,1.98,4.31,100,1.00,2.00,10.00,4.00,4.86,-1
269,1.98,4.31,100,1.00,1.99,10.00,4.00,4.97,-1
270,1.98,4.31,100,1.00,1.99,10.00,4.00,4.97,-1
271,1.98,4.31,100,1.00,2.00,10.00,4.00,4.91,-1
272,1.98,4.31,100,1.00,2.01,10.00,4.00,4.87,-1
273,1.98,4.31,100,1.00,2.00,10.00,4.00,4.84,-1
274,1.98,4.31,100,1.00,1.99,10.00,4.00,4.94,-1
275,1.98,4.31,100,1.00,1.99,10.00,4.00,4.97,-1
276,1.98,4.31,100,1.00,2.00,10.00,4.00,4.88,-1
277,1.98,4.31,100,1.00,2.01,10.00,4.00,4.90,-1
278,1.98,4.31,100,1.00,2.01,10.00,4.00,4.90,-1
279,1.98,4.31,100,1.00,2.00,10.00,4.00,4.87,-1
280,1.98,4.31,100,1.00,1.99,10.00,4.00,4.93,-1
281,1.98,4.31,100,1.00,1.99,10.00,4.00,4.94,-1
282,1.98,4.31,100,1.00,2.00,10.00,4.00,4.88,-1
283,1.98,4.31,100,1.00,2.00,10.00,4.00,4.92,-1
284,1.98,4.31,100,1.00,2.01,10.00,4.00,4.92,-1
285,1.98,4.31,100,1.00,2.00,10.00,4.00,4.92,-1
286,1.98,4.31,100,1.00,2.00,10.00,4.00,4.87,-1
287,1.98,4.31,100,1.00,1.99,10.00,4.00,4.92,-1
288,1.98,4.31,100,1.00,1.94,10.00,4.00,4.99,-1
289,1.98,4.31,100,1.00,1.99,10.00,4.00,4.95,-1
290,1.98,4.31,100,1.00,2.00,10.00,4.00,4.88,-1
291,1.98,4.31,100,1.00,2.00,10.00,4.00,4.92,-1
292,1.98,4.31,100,1.00,2.01,10.00,4.00,4.92,-1
293,1.98,4.31,100,1.00,2.00,10.00,4.00,4.85,-1
294,1.98,4.31,100,1.00,2.00,10.00,4.00,4.84,-1
295,1.98,4.31,100,1.00,2.00,10.00,4.00,4.88,-1
296,1.98,4.31,100,1.00,2.00,10.00,4.00,4.92,-1
297,1.98,4.31,100,1.00,2.00,10.00,4.00,4.91,-1
298,1.98,4.31,100,1.00,2.01,10.00,4.00,4.91,-1
299,1.98,4.31,100,1.00,1.99,10.00,4.00,4.89,-1
300,1.98,4.31,100,1.00,2.00,10.00,4.00,4.92,-1
301,1.98,4.31,100,1.00,2.00,10.00,4.00,4.91,-1
302,1.98,4.31,100,1.00,1.99,10.00,4.00,4.90,-1
303,1.98,4.31,100,1.00,2.00,10.00,4.00,4.92,-1
304,1.98,4.31,100,1.00,2.00,10.00,4.00,4.92,-1
305,1.98,4.31,100,1.00,2.00,10.00,4.00,4.93,-1
306,1.98,4.31,100,1.00,2.01,10.00,4.00,4.93,-1
307,1.98,4.31,100,1.00,2.00,10.00,4.00,4.94,-1
308,1.98,4.31,100,1.00,1.99,10.00,4.00,4.94,-1
309,1.98,4.31,100,1.00,1.99,10.00,4.00,4.97,-1
310,1.98,4.31,100,1.00,2.00,10.00,4.00,4.93,-1
311,1.98,4.31,100,1.00,2.00,10.00,4.00,4.93,-1
312,1.98,4.31,100,1.00,2.01,10.00,4.00,4.94,-1
313,1.98,4.31,100,1.00,1.99,10.00,4.00,4.96,-1
314,1.98,4.31,100,1.00,1.93,10.00,4.00,4.98,-1
315,1.98,4.31,100,1.00,2.02,10.00,4.00,5.05,-1
316,1.98,4.31,100,1.00,1.99,10.00,4.00,4.91,-1
317,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
318,1.98,4.31,100,1.00,1.99,10.00,4.00,4.95,-1
319,1.98,4.31,100,1.00,2.07,10.00,4.00,4.76,-1
320,1.98,4.31,100,1.00,2.65,10.00,4.00,5.07,-1
321,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
322,1.98,4.31,100,1.00,2.01,10.00,4.00,4.84,-1
323,1.98,4.31,100,1.00,2.37,10.00,4.00,4.91,-1
324,1.98,4.31,100,1.00,2.05,10.00,4.00,4.78,-1
325,1.98,4.31,100,1.00,2.17,10.00,4.00,4.72,-1
326,1.98,4.31,100,1.00,2.07,10.00,4.00,4.76,-1
327,1.98,4.31,100,1.00,2.08,10.00,4.00,4.92,-1
328,1.98,4.31,100,1.00,2.01,10.00,4.00,4.86,-1
329,1.98,4.31,100,1.00,1.99,10.00,4.00,4.97,-1
330,1.98,4.31,100,1.00,1.99,10.00,4.00,4.97,-1
331,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
332,1.98,4.31,100,1.00,2.00,10.00,4.00,4.85,-1
333,1.98,4.31,100,1.00,2.00,10.00,4.00,4.89,-1
334,1.98,4.31,100,1.00,2.00,10.00,4.00,4.86,-1
335,1.98,4.31,100,1.00,2.00,10.00,4.00,4.89,-1
336,1.98,4.31,100,1.00,2.04,10.00,4.00,4.79,-1
337,1.98,4.31,100,1.00,2.01,10.00,4.00,4.85,-1
338,1.98,4.31,100,1.00,2.01,10.00,4.00,4.83,-1
339,1.98,4.31,100,1.00,2.01,10.00,4.00,4.85,-1
340,1.98,4.31,100,1.00,2.01,10.00,4.00,4.85,-1
341,1.98,4.31,100,1.00,1.99,10.00,4.00,4.94,-1
342,1.98,4.31,100,1.00,1.99,10.00,4.00,4.97,-1
343,1.98,4.31,100,1.00,1.99,10.00,4.00,4.96,-1
344,1.98,4.31,100,1.00,2.00,10.00,4.00,4.84,-1
345,1.98,4.31,100,1.00,2.01,10.00,4.00,4.93,-1
346,1.98,4.31,100,1.00,2.01,10.00,4.00,4.93,-1
347,1.98,4.31,100,1.00,2.01,10.00,4.00,4.83,-1
348,1.98,4.31,100,1.00,1.99,10.00,4.00,4.93,-1
349,1.98,4.31,100,1.00,1.99,10.00,4.00,4.95,-1
350,1.98,4.31,100,1.00,2.00,10.00,4.00,4.87,-1
351,1.98,4.31,100,1.00,2.00,10.00,4.00,4.91,-1
352,1.98,4.31,100,1.00,2.01,10.00,4.00,4.87,-1
353,1.98,4.31,100,1.00,1.99,10.00,4.00,4.93,-1
354,1.98,4.31,100,1.00,1.99,10.00,4.00,4.92,-1
355,1.98,4.31,100,1.00,2.00,10.00,4.00,4.87,-1
356,1.98,4.31,100,1.00,2.00,10.00,4.00,4.88,-1
357,1.98,4.31,100,1.00,2.01,10.00,4.00,4.88,-1
358,1.98,4.31,100,1.00,1.99,10.00,4.00,4.93,-1
359,1.98,4.31,100,1.00,1.99,10.00,4.00,4.94,-1
360,1.98,4.31,100,1.00,2.00,10.00,4.00,4.85,-1
361,1.98,4.31,100,1.00,2.00,10.00,4.00,4.84,-1
362,1.98,4.31,100,1.00,2.00,10.00,4.00,4.85,-1
363,1.98,4.31,100,1.00,2.00,10.00,4.00,4.85,-1
364,1.98,4.31,100,1.00,2.00,10.00,4.00,4.88,-1
365,1.98,4.31,100,1.00,2.01,10.00,4.00,4.90,-1
366,1.98,4.31,100,1.00,2.01,10.00,4.00,4.90,-1
367,1.98,4.31,100,1.00,1.99,10.00,4.00,4.94,-1
368,1.98,4.31,100,1.00,2.01,10.00,4.00,4.91,-1
369,1.98,4.31,100,1.00,2.00,10.00,4.00,4.88,-1
370,1.98,4.31,100,1.00,2.00,10.00,4.00,4.91,-1
371,1.98,4.31,100,1.00,2.00,10.00,4.00,4.92,-1
372,1.98,4.31,100,1.00,1.99,10.00,4.00,4.90,-1
373,1.98,4.31,100,1.00,1.99,10.00,4.00,4.91,-1
374,1.98,4.31,100,1.00,1.99,10.00,4.00,4.95,-1
375,1.98,4.31,100,1.00,2.07,10.00,4.00,4.76,-1
376,1.98,4.31,100,1.00,2.65,10.00,4.00,5.07,-1
377,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
378,1.98,4.31,100,1.00,2.01,10.00,4.00,4.84,-1
379,1.98,4.31,100,1.00,2.05,10.00,4.00,4.78,-1
380,1.98,4.31,100,1.00,2.07,10.00,4.00,4.76,-1
381,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
382,1.98,4.31,100,1.00,2.07,10.00,4.00,4.82,-1
383,1.98,4.31,100,1.00,2.65,10.00,4.00,5.05,-1
384,1.98,4.31,100,1.00,2.71,10.00,4.00,4.87,-1
385,1.98,4.31,100,1.00,2.01,10.00,4.00,4.77,-1
386,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
387,1.98,4.31,100,1.00,2.01,10.00,4.00,4.82,-1
388,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
389,1.98,4.31,100,1.00,2.36,10.00,4.00,4.18,-1
390,1.98,4.31,100,1.00,2.00,10.00,4.00,4.91,-1
391,1.98,4.31,100,1.00,1.99,10.00,4.00,4.97,-1
392,1.98,4.31,100,1.00,1.99,10.00,4.00,4.97,-1
393,1.98,4.31,100,0.00,0.00,10.00,3.00,10.00,-1
394,1.98,4.31,100,1.00,2.00,10.00,4.00,4.86,-1
395,1.98,4.31,100,1.00,2.04,10.00,4.00,4.79,-1
