Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance
0,0.629152,2.332033,3.045437,-0.944681,-1.874771
1,0.629152,2.332033,3.045437,-0.944681,-1.874771
2,0.629152,2.332033,3.045437,-0.944681,-1.874771
3,0.629152,2.332033,3.045437,-0.944681,-1.874771
4,0.629152,2.332033,3.045437,-0.944681,-1.874771
5,0.629152,2.075781,2.711927,-0.938049,-1.874853
6,0.629152,2.332033,3.045437,-0.944681,-1.874771
7,0.629152,2.075781,2.711927,-0.938049,-1.874853
8,0.629152,2.332033,3.045437,-0.944681,-1.874771
9,0.680996,2.340850,2.711927,-0.941398,-1.986416
10,0.680996,2.340850,2.711927,-0.941398,-1.986416
11,0.649566,2.436618,2.859875,-0.977239,-1.932018
12,0.629152,2.332033,3.045437,-0.944681,-1.874771
13,0.680996,2.340850,2.711927,-0.941398,-1.986416
14,0.649566,2.436618,2.859875,-0.977239,-1.932018
15,0.629152,2.332033,3.045437,-0.944681,-1.874771
16,0.680996,2.340850,2.711927,-0.941398,-1.986416
17,0.649566,2.436618,2.859875,-0.977239,-1.932018
18,0.649566,2.436618,2.856721,-0.977239,-1.932018
19,0.649566,2.436618,2.859875,-0.977239,-1.932018
20,0.649566,2.436618,2.856721,-0.977239,-1.932018
21,0.680996,2.340850,2.711927,-0.941398,-1.986416
22,0.680996,2.340850,2.711927,-0.941398,-1.986416
23,0.650711,2.435382,2.711927,-0.990764,-1.934543
24,0.680996,2.179841,2.711927,-0.606845,-1.986416
25,0.649566,2.436618,2.859875,-0.977239,-1.932018
26,0.649566,2.436618,2.856721,-0.977239,-1.932018
27,0.649566,2.436618,2.859273,-0.977239,-1.932018
28,0.627439,2.104732,2.874550,-0.974350,-1.869445
29,0.680996,2.340850,2.711927,-0.941398,-1.986416
30,0.650711,2.435382,2.711927,-0.990764,-1.934543
31,0.680996,2.179841,2.711927,-0.606845,-1.986416
32,0.650711,2.435380,2.854710,-0.977446,-1.934543
33,0.649566,2.436618,2.859875,-0.977239,-1.932018
34,0.680996,2.340850,2.711927,-0.941398,-1.986416
35,0.650711,2.435380,2.713530,-0.990764,-1.934543
36,0.650711,2.435382,2.711927,-0.990764,-1.934543
37,0.680996,2.179841,2.711927,-0.606845,-1.986416
38,0.680996,2.340850,2.711927,-0.941398,-1.986416
39,0.650711,2.435380,2.713530,-0.990764,-1.934543
40,0.650711,2.435382,2.711927,-0.990764,-1.934543
41,0.680996,2.179841,2.711927,-0.606845,-1.986416
42,0.650711,2.435380,2.713530,-0.990764,-1.934543
43,0.680996,2.340850,2.711927,-0.941398,-1.986416
44,0.697140,2.477762,2.713509,-0.809480,-1.999624
45,0.680996,2.435649,2.711927,-0.999681,-1.986416
46,0.681496,2.340850,2.745397,-0.769345,-1.987209
47,0.680996,2.340850,2.711927,-0.941398,-1.986416
48,0.680996,2.340850,2.711949,-0.941398,-1.986416
49,0.680917,2.439364,2.711927,-0.998772,-1.986270
50,0.650790,2.336866,2.680653,-0.993865,-1.934896
51,0.651619,2.340850,2.712004,-0.984061,-1.935736
52,0.680088,2.435380,2.713453,-0.979405,-1.980911
53,0.650711,2.435380,2.713530,-0.990764,-1.934543
54,0.697140,2.477762,2.713509,-0.809480,-1.999624
55,0.688310,2.883480,2.680653,-0.986151,-1.996463
56,0.680996,2.435665,2.713572,-0.999684,-1.986416
57,0.681496,2.340850,2.745397,-0.769345,-1.987209
58,0.680996,2.435649,2.711927,-0.999681,-1.986416
59,0.680996,2.422010,2.711927,-0.996717,-1.986416
60,0.680917,2.435251,2.711927,-0.998950,-1.986270
61,0.680922,2.435380,2.713453,-0.998944,-1.986270
62,0.680996,2.340850,2.711927,-0.941398,-1.986416
63,0.697140,2.477762,2.713509,-0.809480,-1.999624
64,0.688310,2.883480,2.680653,-0.986151,-1.996463
65,0.680996,2.435665,2.713572,-0.999684,-1.986416
66,0.680996,2.435665,2.713508,-0.999684,-1.986416
67,0.697140,2.477762,2.713573,-0.809480,-1.999624
68,0.681496,2.340850,2.745397,-0.769345,-1.987209
69,0.680996,2.435649,2.711927,-0.999681,-1.986416
70,0.680996,2.435665,2.713572,-0.999684,-1.986416
71,0.697140,2.477762,2.713509,-0.809480,-1.999624
72,0.692654,2.883480,2.680721,-0.983932,-1.997954
73,0.688310,2.883480,2.680653,-0.986151,-1.996463
74,0.681289,2.903532,2.743895,-0.997548,-1.986425
75,0.680996,2.435665,2.713572,-0.999684,-1.986416
76,0.681289,2.903532,2.743895,-0.997548,-1.986425
77,0.688310,2.883480,2.680653,-0.986151,-1.996463
78,0.692654,2.883480,2.680721,-0.983932,-1.997954
79,0.697140,2.477762,2.713509,-0.809480,-1.999624
80,0.680996,2.435665,2.713572,-0.999684,-1.986416
81,0.697140,2.477762,2.713509,-0.809480,-1.999624
82,0.692654,2.883480,2.680721,-0.983932,-1.997954
83,0.688310,2.883480,2.680653,-0.986151,-1.996463
84,0.681289,2.903532,2.743895,-0.997548,-1.986425
85,0.680996,2.435665,2.713572,-0.999684,-1.986416
86,0.697140,2.477762,2.713509,-0.809480,-1.999624
87,0.692654,2.883480,2.680721,-0.983932,-1.997954
88,0.688310,2.883480,2.680653,-0.986151,-1.996463
89,0.680996,2.435665,2.713572,-0.999684,-1.986416
90,0.697140,2.477762,2.713509,-0.809480,-1.999624
91,0.692654,2.883480,2.680721,-0.983932,-1.997954
92,0.688310,2.883480,2.680653,-0.986151,-1.996463
93,0.680996,2.435665,2.713572,-0.999684,-1.986416
94,0.699476,2.460639,2.713702,-0.711794,-2.009039
95,0.698605,2.463667,2.680721,-0.882998,-2.006338
96,0.692654,2.883480,2.680721,-0.983932,-1.997954
97,0.688310,2.883480,2.680653,-0.986151,-1.996463
98,0.680996,2.435665,2.713572,-0.999684,-1.986416
99,0.681289,2.903532,2.743895,-0.997548,-1.986425
100,0.688310,2.883480,2.680653,-0.986151,-1.996463
101,0.692654,2.883480,2.680721,-0.983932,-1.997954
102,0.698605,2.463667,2.680721,-0.882998,-2.006338
103,0.699476,2.460639,2.713702,-0.711794,-2.009039
104,0.680996,2.435665,2.713572,-0.999684,-1.986416
105,0.700358,2.435665,2.713572,-0.601850,-2.012110
106,0.699476,2.460639,2.713702,-0.711794,-2.009039
107,0.698605,2.463667,2.680721,-0.882998,-2.006338
108,0.692654,2.883480,2.680721,-0.983932,-1.997954
109,0.688310,2.883480,2.680653,-0.986151,-1.996463
110,0.681289,2.903532,2.743895,-0.997548,-1.986425
111,0.680996,2.435665,2.713572,-0.999684,-1.986416
112,0.700358,2.435665,2.713572,-0.601850,-2.012110
113,0.699476,2.460639,2.713702,-0.711794,-2.009039
114,0.698605,2.463667,2.680721,-0.882998,-2.006338
115,0.692654,2.883480,2.680721,-0.983932,-1.997954
116,0.688310,2.883480,2.680653,-0.986151,-1.996463
117,0.681289,2.903532,2.743895,-0.997548,-1.986425
118,0.680996,2.435665,2.713572,-0.999684,-1.986416
119,0.699476,2.460639,2.713702,-0.711794,-2.009039
120,0.698605,2.463667,2.680721,-0.882998,-2.006338
121,0.700358,2.435665,2.713572,-0.601850,-2.012110
122,0.692654,2.883480,2.680721,-0.983932,-1.997954
123,0.688310,2.883480,2.680653,-0.986151,-1.996463
124,0.681289,2.903532,2.743895,-0.997548,-1.986425
125,0.680996,2.435665,2.713572,-0.999684,-1.986416
126,0.700358,2.435665,2.713572,-0.601850,-2.012110
127,0.699476,2.460639,2.706297,-0.776872,-2.009039
128,0.698605,2.463667,2.680721,-0.882998,-2.006338
129,0.692654,2.883480,2.680721,-0.983932,-1.997954
130,0.688310,2.883480,2.680653,-0.986151,-1.996463
131,0.681289,2.903532,2.743895,-0.997548,-1.986425
132,0.680996,2.435665,2.713572,-0.999684,-1.986416
133,0.680996,2.435665,2.713508,-0.999684,-1.986416
