n_evals,sp_global
7,0.31589159937950967
14,0.16666666666666677
21,0.10526315789473681
28,0.07692307692307679
35,0.06021581083839308
38,0.055180002407547106
52,0.05583276904781363
66,0.05366364176555186
80,0.06023332359452187
94,0.058489689903296636
99,0.05099005320344932
114,0.04971230735173231
129,0.04230530953371998
144,0.036828351747162064
159,0.03259998610615408
169,0.02924604403451106
214,0.04519448214993799
259,0.03488991109998719
304,0.03207459575686789
349,0.026516451277346295
363,0.022345120620389493
421,0.021616700303036623
479,0.020712222741089446
537,0.026873765126633774
595,0.022591539104676168
616,0.018245296985397945
689,0.028010115980208427
762,0.025173890777321142
835,0.020715954443387155
908,0.02615540946096379
925,0.021384187135234507
985,0.024552313378139175
1045,0.02161413435776792
1105,0.017756325749989216
1165,0.022594805113145922
