Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance
0,0.918932,2.650860,1.692418,-0.765313,-2.594176
1,0.796161,2.107955,1.896604,-0.995109,-2.136943
2,0.650994,1.883829,2.532416,-0.976845,-1.934566
3,0.427059,0.597793,0.696651,-0.628249,-1.408576
4,0.407173,1.365600,3.820450,-0.976618,-1.348942
5,0.381595,0.883084,2.395489,-0.699592,-0.891013
6,0.918932,2.650860,1.692418,-0.765313,-2.594176
7,0.796161,2.107955,1.896604,-0.995109,-2.136943
8,0.650994,1.883829,2.532416,-0.976845,-1.934566
9,0.683668,1.883829,2.531654,-0.624160,-1.993282
10,0.407173,1.365600,3.820450,-0.976618,-1.348942
11,0.650994,1.874065,2.518357,-0.975864,-1.934566
12,0.332619,0.874484,2.676562,-0.944891,-1.867764
13,0.568727,0.893802,1.524502,-0.810619,-1.741480
14,0.381595,0.883084,2.395489,-0.699592,-0.891013
15,0.671851,1.460460,1.691581,-0.652357,-1.422982
16,0.427059,0.597793,0.696651,-0.628249,-1.408576
17,0.918932,2.650860,1.692418,-0.765313,-2.594176
18,0.796161,2.107955,1.896604,-0.995109,-2.136943
19,0.814528,2.107955,1.855821,-0.972605,-2.208187
20,0.651438,1.883829,2.529608,-0.987831,-1.935637
21,0.683668,1.883829,2.531654,-0.624160,-1.993282
22,0.650994,1.883829,2.532416,-0.976845,-1.934566
23,0.407173,1.365600,3.820450,-0.976618,-1.348942
24,0.650994,1.874065,2.518357,-0.975864,-1.934566
25,0.650994,1.895608,2.500963,-0.973712,-1.934566
26,0.332619,0.874484,2.676562,-0.944891,-1.867764
27,0.568727,0.893802,1.524502,-0.810619,-1.741480
28,0.381595,0.883084,2.395489,-0.699592,-0.891013
29,0.671851,1.460460,1.691581,-0.652357,-1.422982
30,0.918932,2.650860,1.692418,-0.765313,-2.594176
31,0.796161,2.107955,1.896604,-0.995109,-2.136943
32,0.814528,2.107955,1.855821,-0.972605,-2.208187
33,0.814528,2.371949,1.855821,-0.896198,-2.210398
