n_evals,sp_global
100,0.24281253154027962
200,0.18181818181818182
300,0.1666309788426269
400,0.11047038205721216
500,0.08000000000000006
600,0.07407407407407397
700,0.05644199695487658
800,0.04856505508640537
900,0.03297656196860186
1000,0.02380952380952392
