n_evals,gd_all_default
100,0.142690262126452
200,0.1361690232650371
300,0.0642321805943738
400,0.051567721208219196
500,0.04669310176632154
600,0.05408615400242471
700,0.06008570933890476
800,0.04573706050990776
900,0.0460593256890103
1000,0.04727802722452919
