n_evals,igd_all
100,0.26362291567129886
200,0.19338593453342848
300,0.13671165290385123
400,0.11417191330448134
500,0.11386736906073186
600,0.0958238452596299
700,0.0894314268561117
800,0.06214457825492992
900,0.060953605921953535
1000,0.058340714894075454
