n_evals,gd_all_default
100,0.11213785168755339
200,0.0943203630374615
300,0.11191523600475543
400,0.12856165420799048
500,0.051027632837362204
600,0.0688626441157286
700,0.07354435748989697
800,0.09058361466672274
900,0.09530984112549357
1000,0.0953097583323095
