n_evals,igd_global
100,0.24956654615468035
200,0.24171936234183075
300,0.23636261110016737
400,0.23614421157563828
500,0.19447966411519801
600,0.17905747937612349
700,0.17890936881422476
800,0.17582665874894016
900,0.15511000495285862
1000,0.15511000026367555
