n_evals,hv_all
100,0.15324503176575965
200,0.17166480955398775
300,0.17787742385133917
400,0.17919804087091887
500,0.2893642813213857
600,0.3247103896257691
700,0.3250875198121634
800,0.3369763554855741
900,0.40602886539075445
1000,0.406029449976424
