n_evals,gd_global_default
100,0.11213785168755339
200,0.08065476551232538
300,0.11739418303609198
400,0.13152379161824387
500,0.05927267962293716
600,0.07369988217853811
700,0.0845853074321647
800,0.1245085996679528
900,0.11255899688674416
1000,0.11161376316106086
