n_evals,sp
100,0.2963945078959764
200,0.2966171909655984
300,0.2432018486172753
400,0.13633633596911499
500,0.19301344880852725
600,0.16064511328060793
700,0.17564596173833444
800,0.2999008011488581
900,0.25879998836779516
1000,0.2587999753626626
