n_evals,sp_global
100,0.2963945078959764
200,0.20000000000000012
300,0.1408788627941115
400,0.07420844923925572
500,0.08404008466284099
600,0.06657978157739536
700,0.06059106573548292
800,0.09108275249046752
900,0.10526315789473675
1000,0.07692307692307687
