n_evals,igd_global
7,0.11201108500005943
14,0.11201108500005943
21,0.11201108500005943
28,0.11201108500005943
35,0.11162797485007858
42,0.11162797485007858
49,0.1059626766641415
56,0.10569400349371355
63,0.10569400349371355
70,0.09862158563273839
79,0.09862158563273839
90,0.09862158563273839
101,0.07630965273810215
112,0.07630965273810215
123,0.07429278265190604
132,0.07429278265190604
143,0.07429278265190604
154,0.0713164226387832
165,0.0713164226387832
176,0.07075600739644838
187,0.07075600739644838
206,0.07075600739644838
225,0.07049486763272621
244,0.06251663450431738
263,0.06251663450431738
276,0.06251663450431738
302,0.06094195043294787
328,0.060868290757440144
354,0.04277928210871251
380,0.04277928210871251
406,0.04277928210871251
455,0.042745713705962696
504,0.042616280364211355
553,0.042120305866815096
602,0.03934071474398498
633,0.03934071474398498
686,0.03861442715890492
739,0.037557493478254295
792,0.033486370983424274
845,0.03345837579313162
886,0.03345837579313162
967,0.03204685037469279
1048,0.030936441772950674
1129,0.030015893590357914
1210,0.029124967091456466
