Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance,Critical
0,0.519161,1.810891,3.278141,-0.973701,-1.618413,1
1,0.959595,1.988339,1.439695,-0.227849,-2.737135,0
2,1.959887,0.737480,4.924178,-0.000000,-6.822928,0
3,1.575635,1.031047,0.058058,-0.000000,-5.246993,0
4,1.764035,1.833780,0.625661,-0.000000,-6.018333,0
5,1.768104,1.806194,0.638541,-0.000000,-6.031384,0
6,0.388374,0.821978,2.519033,-0.988501,-1.275399,1
7,1.493710,1.964748,0.772464,-0.684086,-1.685590,1
8,1.842305,2.542117,3.725255,-0.000000,-6.336461,0
9,1.807489,2.450685,0.273499,-0.074191,-4.298506,0
10,0.477052,2.545921,4.119965,-0.952836,-1.521134,1
11,0.846138,1.558842,1.582987,-0.098374,-2.322477,0
12,1.946897,1.440560,3.758438,-0.000000,-6.769968,0
13,1.865022,0.651164,2.402664,-0.000000,-6.437234,0
14,1.761665,1.648971,1.227116,-0.000000,-5.609241,0
15,1.410841,0.917826,0.156478,-0.000000,-4.560636,0
16,1.527194,2.249548,1.290252,-0.000000,-4.761151,0
17,0.371249,0.513401,0.118000,-0.982019,-1.239903,1
18,1.811354,0.804768,4.636545,-0.000000,-6.208643,0
19,1.922477,2.673024,0.249040,-0.051981,-3.220458,0
20,0.408455,1.589531,2.700125,-0.289132,-1.360659,0
21,1.479716,1.529095,3.012597,-0.000000,-4.853707,0
22,1.472926,0.533429,1.595133,-0.000000,-4.823059,0
23,1.289186,1.605275,1.305141,-0.000000,-3.894287,0
24,1.452219,2.108711,1.524100,-0.000000,-4.442213,0
25,1.481947,2.697015,1.584758,-0.000000,-4.488218,0
26,1.735034,1.764526,0.457339,-0.877237,-0.649041,1
27,1.790720,2.340800,2.586438,-0.000000,-6.129709,0
28,1.648236,2.667499,0.002156,-0.000515,-3.106433,0
29,1.103590,2.691218,2.066111,-0.000000,-3.177828,0
30,0.649839,2.965477,1.408659,-0.026580,-1.928151,0
31,0.827313,2.980226,0.565932,-0.019596,-2.344227,0
32,1.091502,2.784628,1.997761,-0.000000,-3.142770,0
33,0.467299,0.622970,1.536106,-0.035703,-1.488156,0
34,0.655402,1.741035,0.326497,-0.022283,-1.938439,0
35,0.260768,1.516423,4.973099,-0.245761,-0.959378,0
36,1.427293,1.371722,4.937802,-0.000000,-4.631372,0
37,1.279850,1.983866,1.570936,-0.000000,-3.822009,0
38,1.434631,1.839622,2.237508,-0.000000,-4.217289,0
39,1.368870,1.555635,2.075744,-0.000000,-3.979107,0
40,1.736735,2.508481,0.637105,-0.621534,-0.558308,1
41,1.576164,1.921589,2.595091,-0.000000,-5.255346,0
42,1.731760,1.256203,2.825325,-0.000000,-5.885043,0
43,1.783164,1.121641,2.541060,-0.000000,-6.104354,0
44,0.891819,2.859330,2.292589,-0.000030,-2.454497,0
45,1.021978,2.317926,2.382554,-0.000000,-2.869017,0
46,0.268265,1.255258,3.065542,-0.028868,-0.990853,0
47,0.567631,1.780484,0.215378,-0.002239,-1.756891,0
48,1.012265,2.631227,1.013795,-0.042679,-0.583462,0
49,1.374309,1.117686,3.265164,-0.000000,-4.406531,0
50,1.229421,1.425368,1.505162,-0.000000,-3.657642,0
51,1.297885,1.944388,3.751684,-0.000000,-4.081475,0
52,1.277135,2.722087,3.169357,-0.000000,-3.971500,0
53,1.584311,1.429434,0.004728,-0.221276,-0.120465,0
54,0.687656,1.379193,1.773731,-0.577378,-0.061819,0
55,0.850102,1.549068,1.189837,-0.500057,-0.119386,0
56,1.729919,2.403884,3.947197,-0.000000,-5.879315,0
57,0.883946,0.947069,1.496809,-0.000000,-2.425312,0
58,0.233977,2.055754,4.583965,-0.008453,-0.929257,0
59,0.437640,2.616328,1.089225,-0.000288,-1.474000,0
60,1.257897,2.953430,2.057041,-0.000000,-3.648047,0
61,1.195828,1.239821,1.476589,-0.000000,-3.543006,0
62,1.146643,1.621929,1.904387,-0.000000,-3.322460,0
63,0.336011,1.283990,4.365495,-0.463177,-0.116277,0
64,1.697578,2.230424,2.976263,-0.000000,-5.751401,0
65,1.549244,1.330139,2.547085,-0.000000,-5.141749,0
66,1.632584,2.344931,4.409101,-0.000000,-5.488654,0
67,0.832245,2.747543,3.260876,-0.000000,-2.372200,0
68,0.172749,1.184230,2.013391,-0.000270,-0.805169,0
69,0.227468,1.717715,1.884818,-0.000098,-0.985565,0
70,0.360873,2.283209,0.772089,-0.000051,-1.308227,0
71,0.413747,2.758605,0.318988,-0.000016,-1.453145,0
72,1.193839,1.414524,4.366157,-0.000000,-3.641765,0
73,1.161992,0.947066,1.341454,-0.000000,-3.434624,0
74,0.967100,0.899223,1.688497,-0.000000,-2.701765,0
75,0.974795,0.824357,1.689642,-0.000000,-2.728350,0
76,0.575469,2.725028,2.807110,-0.242689,-0.108858,0
77,1.349928,2.423948,4.993757,-0.000000,-4.304972,0
78,1.472733,2.175804,2.804138,-0.000000,-4.828528,0
79,0.809374,2.856071,3.492945,-0.000000,-2.258591,0
80,0.126941,2.220238,4.358724,-0.000090,-0.678824,0
81,0.153911,2.059630,3.040311,-0.000039,-0.792893,0
82,0.283261,2.629201,1.247339,-0.000017,-1.139602,0
83,0.129007,2.435434,4.028131,-0.000046,-0.718955,0
84,1.201830,2.759982,2.939280,-0.000000,-3.362445,0
85,1.179284,2.382388,2.447827,-0.000000,-3.299486,0
86,0.517030,2.906740,3.167569,-0.230344,-0.009540,0
