n_evals,gd_all_default
100,0.21673064036210898
200,0.11248705313512271
300,0.07115718102422025
400,0.06326978841955608
500,0.04829518038509444
600,0.045957327782442936
700,0.06005031184938886
800,0.052475799187650725
900,0.04000353712336376
1000,0.029929402026111343
