n_evals,sp_global
100,0.19570987381629604
200,0.09713027511765142
300,0.13181394623545947
400,0.07142857142857141
500,0.0909090909090905
600,0.07389870729565513
700,0.042233756913420066
800,0.07126977001625588
900,0.08855923933833247
1000,0.13333333333333316
