n_evals,igd_all
100,0.35633694036120767
200,0.2435790654397263
300,0.17395752230000933
400,0.14533421087783602
500,0.11419901106331638
600,0.10400779886323726
700,0.09452421142851793
800,0.08880358349761683
900,0.08853636858117371
1000,0.0813968767395219
