n_evals,gd_global_default
100,0.21673064036210893
200,0.11012962754301932
300,0.058579005902938616
400,0.053159100519951284
500,0.04589901277607913
600,0.05569926257532664
700,0.061903941241302475
800,0.061306648225399656
900,0.05459420538728525
1000,0.04057732876091711
