Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance,Critical
0,0.633438,1.356627,2.088195,-0.996279,-1.891016,1
1,0.442935,1.175880,2.698335,-0.992957,-2.607879,1
2,1.138494,2.371397,0.810428,-0.098466,-4.570171,0
3,1.796564,1.209377,0.412198,-0.000000,-6.149663,0
4,1.974844,0.864503,0.342807,-0.000000,-6.881685,0
5,1.995182,2.848352,3.991440,-0.000000,-6.970339,0
6,0.633438,1.356627,2.088195,-0.996279,-1.891016,1
7,1.995182,2.848352,3.991440,-0.000000,-6.970339,0
8,1.138494,2.365818,0.810428,-0.102217,-4.650228,0
9,0.442935,1.175880,2.698335,-0.992957,-2.607879,1
10,1.796564,1.209377,0.412198,-0.000000,-6.149663,0
11,1.974844,0.864503,0.342807,-0.000000,-6.881685,0
12,0.633438,1.356627,2.088195,-0.996279,-1.891016,1
13,1.995182,2.848352,3.991440,-0.000000,-6.970339,0
14,1.138494,2.365818,0.810428,-0.102217,-4.650228,0
15,0.442935,1.176031,2.698335,-0.992971,-2.607879,1
16,1.796564,1.209377,0.399083,-0.000000,-6.149663,0
17,1.974844,0.864503,0.342807,-0.000000,-6.881685,0
18,0.633438,1.356627,2.088195,-0.996279,-1.891016,1
19,1.995182,2.848352,3.991440,-0.000000,-6.970339,0
20,1.138494,2.365818,0.810428,-0.102217,-4.650228,0
21,0.442935,1.176031,2.698335,-0.992971,-2.607879,1
22,1.796564,1.209377,0.399083,-0.000000,-6.149663,0
23,1.974844,0.864503,0.342807,-0.000000,-6.881685,0
24,0.633438,1.356627,2.088195,-0.996279,-1.891016,1
25,1.995182,2.848352,3.991440,-0.000000,-6.970339,0
26,1.138494,2.365818,0.810428,-0.102217,-4.650228,0
27,0.442935,1.176031,2.698335,-0.992971,-2.607879,1
28,1.796564,1.209377,0.399083,-0.000000,-6.149663,0
29,1.974844,0.864503,0.342807,-0.000000,-6.881685,0
30,0.633438,1.356627,2.088195,-0.996279,-1.891016,1
31,0.442935,1.176031,2.698335,-0.992971,-2.607879,1
32,1.138494,2.365818,0.810428,-0.102217,-4.650228,0
33,1.796564,1.209377,0.399083,-0.000000,-6.149663,0
34,1.974844,0.864503,0.342807,-0.000000,-6.881685,0
35,1.995182,2.848352,3.991440,-0.000000,-6.970339,0
36,0.633438,1.356627,2.088195,-0.996279,-1.891016,1
37,1.995182,2.848352,3.991440,-0.000000,-6.970339,0
38,1.138494,2.360175,0.810428,-0.106451,-4.650228,0
39,0.442935,1.176031,2.698335,-0.992971,-2.607879,1
40,1.796564,1.209377,0.399083,-0.000000,-6.149663,0
41,1.974844,0.864503,0.342807,-0.000000,-6.881685,0
42,0.633438,1.356627,2.088195,-0.996279,-1.891016,1
43,1.995182,2.848352,3.991440,-0.000000,-6.970339,0
44,1.138494,2.360175,0.810428,-0.106451,-4.650228,0
45,0.442935,1.176182,2.698335,-0.992977,-2.607879,1
46,1.796564,1.209377,0.386179,-0.000000,-6.149663,0
47,1.974844,0.864503,0.342807,-0.000000,-6.881685,0
48,0.633438,1.356627,2.088195,-0.996279,-1.891016,1
49,1.995182,2.848352,3.991440,-0.000000,-6.970339,0
50,1.138494,2.360175,0.810428,-0.106451,-4.650228,0
51,0.442935,1.176182,2.698335,-0.992977,-2.607879,1
52,1.796564,1.209377,0.386179,-0.000000,-6.149663,0
53,1.974844,0.864503,0.342807,-0.000000,-6.881685,0
54,0.633438,1.356627,2.088195,-0.996279,-1.891016,1
55,1.995182,2.848352,3.991440,-0.000000,-6.970339,0
56,1.138494,2.360175,0.810428,-0.106451,-4.650228,0
57,0.442935,1.176182,2.698335,-0.992977,-2.607879,1
58,1.796564,1.209377,0.386179,-0.000000,-6.149663,0
