Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance
0,0.633438,1.356627,2.088195,-0.996279,-1.891016
1,0.442935,1.175880,2.698335,-0.992957,-2.607879
2,0.633438,1.356627,2.088195,-0.996279,-1.891016
3,0.442935,1.175880,2.698335,-0.992957,-2.607879
4,0.633438,1.356627,2.088195,-0.996279,-1.891016
5,0.442935,1.176031,2.698335,-0.992971,-2.607879
6,0.633438,1.356627,2.088195,-0.996279,-1.891016
7,0.442935,1.176031,2.698335,-0.992971,-2.607879
8,0.633438,1.356627,2.088195,-0.996279,-1.891016
9,0.442935,1.176031,2.698335,-0.992971,-2.607879
10,0.633438,1.356627,2.088195,-0.996279,-1.891016
11,0.442935,1.176031,2.698335,-0.992971,-2.607879
12,0.633438,1.356627,2.088195,-0.996279,-1.891016
13,0.442935,1.176031,2.698335,-0.992971,-2.607879
14,0.633438,1.356627,2.088195,-0.996279,-1.891016
15,0.442935,1.176182,2.698335,-0.992977,-2.607879
16,0.633438,1.356627,2.088195,-0.996279,-1.891016
17,0.442935,1.176182,2.698335,-0.992977,-2.607879
18,0.633438,1.356627,2.088195,-0.996279,-1.891016
19,0.442935,1.176182,2.698335,-0.992977,-2.607879
20,0.633438,1.356627,2.088195,-0.996279,-1.891016
21,0.442935,1.176182,2.698335,-0.992977,-2.607879
22,0.442935,1.176182,2.698335,-0.992977,-2.607879
23,0.633438,1.336245,2.088195,-0.996834,-1.891016
24,0.633438,1.356627,2.088195,-0.996279,-1.891016
25,0.442935,1.176182,2.698335,-0.992977,-2.607879
26,0.633438,1.336245,2.088195,-0.996834,-1.891016
27,0.633438,1.356627,2.088195,-0.996279,-1.891016
28,0.442935,1.176182,2.698335,-0.992977,-2.607879
29,0.633438,1.336245,2.088195,-0.996834,-1.891016
30,0.633438,1.356627,2.088195,-0.996279,-1.891016
31,0.442935,1.176182,2.698335,-0.992977,-2.607879
32,0.633438,1.336245,2.088195,-0.996834,-1.891016
33,0.633438,1.356627,2.088195,-0.996279,-1.891016
34,0.633438,1.336245,2.088195,-0.996834,-1.891016
35,0.442935,1.176182,2.698335,-0.992977,-2.607879
36,0.633438,1.336245,2.088195,-0.996834,-1.891016
37,0.442935,1.176182,2.698335,-0.992977,-2.607879
38,0.633438,1.336245,2.088195,-0.996834,-1.891016
39,0.442935,1.176182,2.698335,-0.992977,-2.607879
40,0.633438,1.336245,2.088195,-0.996834,-1.891016
41,0.442935,1.176182,2.698335,-0.992977,-2.607879
42,0.633438,1.336245,2.088195,-0.996834,-1.891016
43,0.442935,1.176182,2.698335,-0.992977,-2.607879
44,0.633438,1.336245,2.088195,-0.996834,-1.891016
45,0.442935,1.176182,2.698335,-0.992977,-2.607879
46,0.633438,1.336245,2.088195,-0.996834,-1.891016
47,0.442935,1.176182,2.698335,-0.992977,-2.607879
48,0.633438,1.336245,2.003296,-0.995591,-1.891016
