n_evals,hv_all
100,0.23097405390870612
200,0.29179344678437746
300,0.36093395959724395
400,0.3612827053715073
500,0.3659351624950232
600,0.3991931529925901
700,0.5089519058856973
800,0.5593902110461346
900,0.5655223049872972
1000,0.625144345553915
