n_evals,gd_all_default
100,0.21232033077171308
200,0.21167507870910482
300,0.17695009874102433
400,0.1957483255137156
500,0.19076968222865992
600,0.14920322789471915
700,0.08562465307677336
800,0.07040967214716758
900,0.0769296372138755
1000,0.04316756989140008
