n_evals,hv_all
5,0.26982230215196956
10,0.2708326575468517
15,0.2800666469416007
20,0.2800666469416007
25,0.2803377972230464
30,0.2803377972230464
35,0.3604167395994038
40,0.4157245886419211
45,0.4157245886419211
50,0.4157245886419211
56,0.4157245886419211
64,0.4197076083931613
72,0.41971374729204053
80,0.42374830001869207
88,0.4339321776738191
97,0.4339321776738191
110,0.4394673079888941
123,0.43949756439361926
136,0.43949756439361926
149,0.4439024931733485
164,0.4439024931733485
188,0.44623921052246385
212,0.4503678854334486
236,0.45061569001943735
260,0.4550516969049281
280,0.4550516969049281
315,0.458927162219469
350,0.4693725395111067
385,0.4824598242739943
420,0.4824628507712013
454,0.4824628507712013
508,0.5011088021628696
562,0.5034775064607485
616,0.5315633648135015
670,0.541424050740593
688,0.541424050740593
717,0.5461649222133602
746,0.5464132597061495
775,0.546413259709951
804,0.5476843583207036
827,0.5476843583207036
872,0.5505537090510513
917,0.5560996010904938
962,0.5815076925974962
1007,0.5856222490317792
1030,0.5856222490317792
1082,0.5977708841963609
1134,0.5977708842202231
1186,0.5977804602316732
1238,0.5977902430711319
