n_evals,sp
100,0.23417051852504006
200,0.19672675603702497
300,0.17703730511833873
400,0.11691661062701621
500,0.12283242931982517
600,0.09365740598000072
700,0.13140483594925184
800,0.1325132858963257
900,0.1813236788457197
1000,0.15348231389380607
