n_evals,igd_global
100,0.24705603183047478
200,0.21668875350512304
300,0.16386873999321994
400,0.14588291475857365
500,0.14701572173267646
600,0.1469629676396082
700,0.14561203898604383
800,0.1455904747022226
900,0.13903394013935566
1000,0.13903394013935566
