Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance,Critical
0,0.319738,0.884843,4.021062,-0.999616,-1.096855,1
1,0.727480,2.362392,2.479253,-0.981742,-2.056251,1
2,0.758918,1.343188,0.907879,-0.783087,-3.633552,1
3,1.371030,2.586188,0.425260,-0.024929,-4.681158,0
4,1.595775,1.529646,0.505217,-0.000000,-5.330872,0
5,1.644143,1.819645,0.898060,-0.000000,-5.390990,0
6,1.986727,1.159538,0.308739,-0.000000,-6.932084,0
7,0.319738,0.884843,4.021062,-0.999616,-1.096855,1
8,1.986727,1.159538,0.308739,-0.000000,-6.932084,0
9,0.722937,1.164652,0.324619,-0.361109,-3.716746,0
10,0.758918,1.343188,0.907879,-0.783087,-3.633552,1
11,0.727480,2.362392,2.479253,-0.981742,-2.056251,1
12,1.371030,2.586188,0.425260,-0.024929,-4.681158,0
13,1.644143,1.819645,0.898060,-0.000000,-5.390990,0
14,0.319738,0.884843,4.021062,-0.999616,-1.096855,1
15,0.722937,1.164652,0.324619,-0.361109,-3.716746,0
16,0.758918,1.343188,0.907879,-0.783087,-3.633552,1
17,0.727480,2.362392,2.479253,-0.981742,-2.056251,1
18,1.371030,2.586188,0.425260,-0.024929,-4.681158,0
19,1.986727,1.339475,0.308739,-0.000000,-6.932084,0
20,0.724289,1.164652,0.308468,-0.330492,-3.718672,0
21,1.999546,1.343188,0.913397,-0.000000,-6.976429,0
22,0.319738,0.884843,4.021062,-0.999616,-1.096855,1
23,0.758918,1.343188,0.907879,-0.783087,-3.633552,1
24,1.371030,2.586188,0.425260,-0.024929,-4.681158,0
25,0.727480,2.362392,2.479253,-0.981742,-2.056251,1
26,0.724289,1.164652,0.308468,-0.330492,-3.718672,0
27,0.722937,1.164652,0.324619,-0.361109,-3.716746,0
28,0.319738,0.884843,4.021062,-0.999616,-1.096855,1
29,1.999738,1.343188,0.913397,-0.000000,-6.977430,0
30,1.371030,2.510418,0.417740,-0.032541,-5.109411,0
31,0.758918,1.343188,0.907879,-0.783087,-3.633552,1
32,0.724289,1.164652,0.308468,-0.330492,-3.718672,0
33,0.722937,1.164652,0.324619,-0.361109,-3.716746,0
34,0.791999,1.343188,1.403242,-0.817683,-2.123763,1
35,0.319738,0.884843,4.021062,-0.999616,-1.096855,1
36,0.727480,2.362392,2.479253,-0.981742,-2.056251,1
37,0.791999,1.343188,1.403242,-0.817683,-2.123763,1
38,0.758918,1.343188,0.907879,-0.783087,-3.633552,1
39,1.999546,1.343188,0.913397,-0.000000,-6.976429,0
40,1.999738,1.343188,0.913397,-0.000000,-6.977430,0
41,0.319738,0.884843,4.021062,-0.999616,-1.096855,1
42,0.727480,2.362392,2.479253,-0.981742,-2.056251,1
43,0.758918,1.343188,0.907879,-0.783087,-3.633552,1
44,0.791999,1.343188,1.397927,-0.844758,-2.123763,1
45,0.345897,0.967061,4.021062,-0.998306,-1.168657,1
