Index,Ego_HostVelGain,Other_Velocity_mps,Other_Time_s,Critical adapted distance,Velocity at critical distance
0,0.319738,0.884843,4.021062,-0.999616,-1.096855
1,0.727480,2.362392,2.479253,-0.981742,-2.056251
2,0.758918,1.343188,0.907879,-0.783087,-3.633552
3,0.319738,0.884843,4.021062,-0.999616,-1.096855
4,0.758918,1.343188,0.907879,-0.783087,-3.633552
5,0.727480,2.362392,2.479253,-0.981742,-2.056251
6,0.319738,0.884843,4.021062,-0.999616,-1.096855
7,0.758918,1.343188,0.907879,-0.783087,-3.633552
8,0.727480,2.362392,2.479253,-0.981742,-2.056251
9,0.319738,0.884843,4.021062,-0.999616,-1.096855
10,0.758918,1.343188,0.907879,-0.783087,-3.633552
11,0.727480,2.362392,2.479253,-0.981742,-2.056251
12,0.319738,0.884843,4.021062,-0.999616,-1.096855
13,0.758918,1.343188,0.907879,-0.783087,-3.633552
14,0.791999,1.343188,1.403242,-0.817683,-2.123763
15,0.319738,0.884843,4.021062,-0.999616,-1.096855
16,0.727480,2.362392,2.479253,-0.981742,-2.056251
17,0.791999,1.343188,1.403242,-0.817683,-2.123763
18,0.758918,1.343188,0.907879,-0.783087,-3.633552
19,0.319738,0.884843,4.021062,-0.999616,-1.096855
20,0.727480,2.362392,2.479253,-0.981742,-2.056251
21,0.758918,1.343188,0.907879,-0.783087,-3.633552
22,0.791999,1.343188,1.397927,-0.844758,-2.123763
23,0.345897,0.967061,4.021062,-0.998306,-1.168657
24,0.758918,1.315169,0.801006,-0.732942,-3.633552
25,0.791999,1.343188,1.403242,-0.817683,-2.123763
26,0.319738,0.801256,3.458170,-0.981336,-1.096855
27,0.319738,0.884843,4.021062,-0.999616,-1.096855
28,0.727480,2.362392,2.479253,-0.981742,-2.056251
29,0.758918,1.343188,0.907879,-0.783087,-3.633552
30,0.791999,1.343188,1.397927,-0.844758,-2.123763
31,0.345897,0.967061,4.021062,-0.998306,-1.168657
32,0.319738,0.801256,3.458170,-0.981336,-1.096855
33,0.758918,1.315169,0.801006,-0.732942,-3.633552
34,0.791999,1.343188,1.403242,-0.817683,-2.123763
35,0.796252,1.343188,1.397927,-0.744533,-2.136964
36,0.319738,0.884843,4.021062,-0.999616,-1.096855
37,0.727480,2.362392,2.479253,-0.981742,-2.056251
38,0.758918,1.343188,0.907879,-0.783087,-3.633552
39,0.345897,0.967061,4.021062,-0.998306,-1.168657
40,0.791999,1.353640,1.333685,-0.962202,-2.123763
41,0.796252,1.383132,1.397927,-0.922830,-2.136964
42,0.727480,2.368383,2.479253,-0.981713,-2.056251
43,0.758918,1.315169,0.801006,-0.732942,-3.633552
44,0.796559,1.343188,1.397927,-0.751715,-2.138029
45,0.791999,1.343188,1.384222,-0.869587,-2.123763
46,0.319738,0.801256,3.458170,-0.981336,-1.096855
47,0.758918,1.315553,0.801006,-0.729457,-3.633552
48,0.319738,0.884843,4.021062,-0.999616,-1.096855
49,0.727480,2.362392,2.479253,-0.981742,-2.056251
50,0.758918,1.343188,0.907879,-0.783087,-3.633552
51,0.345897,0.967061,4.021062,-0.998306,-1.168657
52,0.791999,1.353640,1.333685,-0.962202,-2.123763
53,0.796252,1.383132,1.397927,-0.922830,-2.136964
54,0.727480,2.368383,2.479253,-0.981713,-2.056251
55,0.758918,1.315169,0.801006,-0.732942,-3.633552
56,0.796559,1.343188,1.397927,-0.751715,-2.138029
57,0.791999,1.343188,1.384222,-0.869587,-2.123763
58,0.319738,0.801256,3.458170,-0.981336,-1.096855
59,0.758918,1.315553,0.801006,-0.729457,-3.633552
60,0.319738,0.884843,4.021062,-0.999616,-1.096855
61,0.345897,0.967061,4.021062,-0.998306,-1.168657
62,0.727480,2.362392,2.479253,-0.981742,-2.056251
