n_evals,gd_all_default
7,0.20417260950544497
14,0.20417289163423608
21,0.19207567844733373
28,0.19207567844733373
35,0.19175534015618143
42,0.19175534015618143
49,0.15012976935861314
56,0.08661691684785368
63,0.07808224473125457
70,0.09699320197023784
78,0.0872261342294782
87,0.07807931058581091
96,0.10554914314025668
105,0.12101927424797229
114,0.11371309605871881
125,0.09733339666272411
141,0.07265566901816387
157,0.07456770442272086
173,0.07434115622023654
189,0.08777956612955332
205,0.08777956612955332
232,0.09500679462409789
259,0.07186163916796419
286,0.05888200218561052
313,0.07209885983421185
332,0.07209885983421185
367,0.06159936046854297
402,0.05206266708756283
437,0.06984524374437423
472,0.06882018998738408
493,0.06882018998738408
519,0.05712123243747173
545,0.07800164620918759
571,0.05737770823434025
597,0.055298377769640986
616,0.055298377769640986
640,0.04815742052353774
664,0.035104781130456626
688,0.03243442249339848
712,0.0529448058481694
724,0.0529448058481694
740,0.05294480566807496
756,0.04887397435394143
772,0.04887397435394143
788,0.050278627943603896
804,0.050278627943603896
833,0.06324805385038441
862,0.06851651377817798
891,0.08345975467786935
920,0.0788386424573065
934,0.0788386424573065
963,0.04668349789898142
992,0.046683439567482304
1021,0.043580205964326525
1050,0.025367365800079755
1063,0.025367365800079755
1087,0.022592095992645875
1111,0.022592095992645875
1135,0.022485705844611206
1159,0.023622889403211302
